Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly)  
 07/10  13:00:00,26.0,0.2,0.07,0.0,0.06
 07/10  14:00:00,26.0,0.38,0.13,0.0,0.09
 07/10  15:00:00,26.0,0.38,0.13,0.0,0.1
 07/10  16:00:00,26.0,0.38,0.13,0.0,0.11
 07/10  17:00:00,26.0,0.38,0.13,0.0,0.12
 07/10  18:00:00,29.61,0.12,0.04,0.0,0.0
 07/10  19:00:00,30.31,0.04,0.01,0.0,0.0
 07/10  20:00:00,30.34,0.04,0.01,0.0,0.0
 07/10  21:00:00,29.89,0.02,0.01,0.0,0.0
 07/10  22:00:00,29.29,0.02,0.01,0.0,0.0
 07/10  23:00:00,28.62,0.02,0.01,0.0,0.0
 07/10  24:00:00,27.89,0.02,0.01,0.0,0.0
 07/11  01:00:00,27.03,0.0,0.0,0.0,0.0
 07/11  02:00:00,26.22,0.0,0.0,0.0,0.0
 07/11  03:00:00,25.45,0.0,0.0,0.0,0.0
 07/11  04:00:00,24.69,0.0,0.0,0.0,0.0
 07/11  05:00:00,24.06,0.0,0.0,0.0,0.0
 07/11  06:00:00,23.62,0.0,0.0,0.0,0.0
 07/11  07:00:00,23.61,0.04,0.01,0.0,0.0
 07/11  08:00:00,24.06,0.08,0.03,0.0,0.0
 07/11  09:00:00,25.84,0.38,0.13,0.0,0.01
 07/11  10:00:00,26.0,0.38,0.13,0.0,0.02
 07/11  11:00:00,26.0,0.38,0.13,0.0,0.04
 07/11  12:00:00,26.0,0.38,0.13,0.0,0.06
 07/11  13:00:00,26.0,0.2,0.07,0.0,0.05
 07/11  14:00:00,26.0,0.38,0.13,0.0,0.09
 07/11  15:00:00,26.0,0.38,0.13,0.0,0.11
 07/11  16:00:00,26.0,0.38,0.13,0.0,0.13
 07/11  17:00:00,26.0,0.38,0.13,0.0,0.13
 07/11  18:00:00,29.88,0.12,0.04,0.0,0.0
 07/11  19:00:00,30.38,0.04,0.01,0.0,0.0
 07/11  20:00:00,30.23,0.04,0.01,0.0,0.0
 07/11  21:00:00,29.72,0.02,0.01,0.0,0.0
 07/11  22:00:00,29.06,0.02,0.01,0.0,0.0
 07/11  23:00:00,28.3,0.02,0.01,0.0,0.0
 07/11  24:00:00,27.45,0.02,0.01,0.0,0.0
 07/12  01:00:00,26.46,0.0,0.0,0.0,0.0
 07/12  02:00:00,25.54,0.0,0.0,0.0,0.0
 07/12  03:00:00,24.69,0.0,0.0,0.0,0.0
 07/12  04:00:00,23.85,0.0,0.0,0.0,0.0
 07/12  05:00:00,23.13,0.0,0.0,0.0,0.0
 07/12  06:00:00,22.59,0.0,0.0,0.0,0.0
 07/12  07:00:00,22.5,0.04,0.01,0.0,0.0
 07/12  08:00:00,22.94,0.08,0.03,0.0,0.0
 07/12  09:00:00,25.1,0.38,0.13,0.0,0.0
 07/12  10:00:00,26.0,0.38,0.13,0.0,0.01
 07/12  11:00:00,26.0,0.38,0.13,0.0,0.03
 07/12  12:00:00,26.0,0.38,0.13,0.0,0.05
 07/12  13:00:00,26.0,0.2,0.07,0.0,0.05
 07/12  14:00:00,26.0,0.38,0.13,0.0,0.09
 07/12  15:00:00,26.0,0.38,0.13,0.0,0.1
 07/12  16:00:00,26.0,0.38,0.13,0.0,0.11
 07/12  17:00:00,26.0,0.38,0.13,0.0,0.12
 07/12  18:00:00,29.64,0.12,0.04,0.0,0.0
 07/12  19:00:00,30.42,0.04,0.01,0.0,0.0
 07/12  20:00:00,30.39,0.04,0.01,0.0,0.0
 07/12  21:00:00,29.78,0.02,0.01,0.0,0.0
 07/12  22:00:00,29.01,0.02,0.01,0.0,0.0
 07/12  23:00:00,28.22,0.02,0.01,0.0,0.0
 07/12  24:00:00,27.46,0.02,0.01,0.0,0.0
 07/13  01:00:00,26.58,0.0,0.0,0.0,0.0
 07/13  02:00:00,25.71,0.0,0.0,0.0,0.0
 07/13  03:00:00,24.82,0.0,0.0,0.0,0.0
 07/13  04:00:00,23.94,0.0,0.0,0.0,0.0
 07/13  05:00:00,23.19,0.0,0.0,0.0,0.0
 07/13  06:00:00,22.66,0.0,0.0,0.0,0.0
 07/13  07:00:00,22.62,0.04,0.01,0.0,0.0
 07/13  08:00:00,23.04,0.08,0.03,0.0,0.0
 07/13  09:00:00,25.08,0.38,0.13,0.0,0.0
 07/13  10:00:00,25.98,0.38,0.13,0.0,0.01
 07/13  11:00:00,26.0,0.38,0.13,0.0,0.03
 07/13  12:00:00,26.0,0.38,0.13,0.0,0.05
 07/13  13:00:00,26.0,0.2,0.07,0.0,0.05
 07/13  14:00:00,26.0,0.38,0.13,0.0,0.08
 07/13  15:00:00,26.0,0.38,0.13,0.0,0.1
 07/13  16:00:00,26.0,0.38,0.13,0.0,0.12
 07/13  17:00:00,26.0,0.38,0.13,0.0,0.13
 07/13  18:00:00,29.8,0.12,0.04,0.0,0.0
 07/13  19:00:00,30.3,0.04,0.01,0.0,0.0
 07/13  20:00:00,30.1,0.04,0.01,0.0,0.0
 07/13  21:00:00,29.58,0.02,0.01,0.0,0.0
 07/13  22:00:00,28.96,0.02,0.01,0.0,0.0
 07/13  23:00:00,28.33,0.02,0.01,0.0,0.0
 07/13  24:00:00,27.71,0.02,0.01,0.0,0.0
 07/14  01:00:00,26.98,0.0,0.0,0.0,0.0
 07/14  02:00:00,26.2,0.0,0.0,0.0,0.0
 07/14  03:00:00,25.36,0.0,0.0,0.0,0.0
 07/14  04:00:00,24.48,0.0,0.0,0.0,0.0
 07/14  05:00:00,23.73,0.0,0.0,0.0,0.0
 07/14  06:00:00,23.22,0.0,0.0,0.0,0.0
 07/14  07:00:00,23.18,0.04,0.01,0.0,0.0
 07/14  08:00:00,23.64,0.08,0.03,0.0,0.0
 07/14  09:00:00,25.67,0.38,0.13,0.0,0.0
 07/14  10:00:00,26.0,0.38,0.13,0.0,0.03
 07/14  11:00:00,26.0,0.38,0.13,0.0,0.05
 07/14  12:00:00,26.0,0.38,0.13,0.0,0.07
 07/14  13:00:00,26.0,0.2,0.07,0.0,0.07
 07/14  14:00:00,26.0,0.38,0.13,0.0,0.1
 07/14  15:00:00,26.0,0.38,0.13,0.0,0.11
 07/14  16:00:00,26.0,0.38,0.13,0.0,0.12
 07/14  17:00:00,26.0,0.38,0.13,0.0,0.13
 07/14  18:00:00,29.88,0.12,0.04,0.0,0.0
 07/14  19:00:00,30.44,0.04,0.01,0.0,0.0
 07/14  20:00:00,30.18,0.04,0.01,0.0,0.0
 07/14  21:00:00,29.57,0.02,0.01,0.0,0.0
 07/14  22:00:00,28.79,0.02,0.01,0.0,0.0
 07/14  23:00:00,28.0,0.02,0.01,0.0,0.0
 07/14  24:00:00,27.27,0.02,0.01,0.0,0.0
 07/15  01:00:00,26.4,0.0,0.0,0.0,0.0
 07/15  02:00:00,25.67,0.0,0.0,0.0,0.0
 07/15  03:00:00,25.06,0.0,0.0,0.0,0.0
 07/15  04:00:00,24.51,0.0,0.0,0.0,0.0
 07/15  05:00:00,24.02,0.0,0.0,0.0,0.0
 07/15  06:00:00,23.65,0.0,0.0,0.0,0.0
 07/15  07:00:00,23.75,0.04,0.01,0.0,0.0
 07/15  08:00:00,23.95,0.04,0.01,0.0,0.0
 07/15  09:00:00,24.85,0.12,0.04,0.0,0.0
 07/15  10:00:00,25.71,0.12,0.04,0.0,0.0
 07/15  11:00:00,26.0,0.12,0.04,0.0,0.01
 07/15  12:00:00,26.0,0.12,0.04,0.0,0.02
 07/15  13:00:00,26.0,0.04,0.01,0.0,0.03
 07/15  14:00:00,26.0,0.04,0.01,0.0,0.04
 07/15  15:00:00,26.0,0.04,0.01,0.0,0.05
 07/15  16:00:00,26.0,0.04,0.01,0.0,0.06
 07/15  17:00:00,26.0,0.04,0.01,0.0,0.06
 07/15  18:00:00,28.49,0.0,0.0,0.0,0.0
 07/15  19:00:00,29.13,0.0,0.0,0.0,0.0
 07/15  20:00:00,29.05,0.0,0.0,0.0,0.0
 07/15  21:00:00,28.52,0.0,0.0,0.0,0.0
 07/15  22:00:00,27.76,0.0,0.0,0.0,0.0
 07/15  23:00:00,26.95,0.0,0.0,0.0,0.0
 07/15  24:00:00,26.11,0.0,0.0,0.0,0.0
 07/16  01:00:00,25.24,0.0,0.0,0.0,0.0
 07/16  02:00:00,24.36,0.0,0.0,0.0,0.0
 07/16  03:00:00,23.48,0.0,0.0,0.0,0.0
 07/16  04:00:00,22.62,0.0,0.0,0.0,0.0
 07/16  05:00:00,21.91,0.0,0.0,0.0,0.0
 07/16  06:00:00,21.44,0.0,0.0,0.0,0.0
 07/16  07:00:00,21.27,0.0,0.0,0.0,0.0
 07/16  08:00:00,22.0,0.0,0.0,0.14,0.0
 07/16  09:00:00,22.03,0.0,0.0,0.02,0.0
 07/16  10:00:00,22.58,0.0,0.0,0.0,0.0
 07/16  11:00:00,23.42,0.0,0.0,0.0,0.0
 07/16  12:00:00,24.4,0.0,0.0,0.0,0.0
 07/16  13:00:00,25.55,0.0,0.0,0.0,0.0
 07/16  14:00:00,26.0,0.0,0.0,0.0,0.01
 07/16  15:00:00,26.0,0.0,0.0,0.0,0.02
 07/16  16:00:00,26.0,0.0,0.0,0.0,0.04
 07/16  17:00:00,26.0,0.0,0.0,0.0,0.04
 07/16  18:00:00,27.78,0.0,0.0,0.0,0.0
 07/16  19:00:00,28.06,0.0,0.0,0.0,0.0
 07/16  20:00:00,27.79,0.0,0.0,0.0,0.0
 07/16  21:00:00,27.37,0.0,0.0,0.0,0.0
 07/16  22:00:00,26.78,0.0,0.0,0.0,0.0
 07/16  23:00:00,26.15,0.0,0.0,0.0,0.0
 07/16  24:00:00,25.49,0.0,0.0,0.0,0.0
 07/17  01:00:00,24.79,0.0,0.0,0.0,0.0
 07/17  02:00:00,24.12,0.0,0.0,0.0,0.0
 07/17  03:00:00,23.48,0.0,0.0,0.0,0.0
 07/17  04:00:00,22.84,0.0,0.0,0.0,0.0
 07/17  05:00:00,22.26,0.0,0.0,0.0,0.0
 07/17  06:00:00,21.82,0.0,0.0,0.0,0.0
 07/17  07:00:00,21.82,0.04,0.01,0.0,0.0
 07/17  08:00:00,22.23,0.08,0.03,0.0,0.0
 07/17  09:00:00,24.23,0.38,0.13,0.0,0.0
 07/17  10:00:00,25.53,0.38,0.13,0.0,0.0
 07/17  11:00:00,26.0,0.38,0.13,0.0,0.02
 07/17  12:00:00,26.0,0.38,0.13,0.0,0.04
 07/17  13:00:00,26.0,0.2,0.07,0.0,0.04
 07/17  14:00:00,26.0,0.38,0.13,0.0,0.06
 07/17  15:00:00,26.0,0.38,0.13,0.0,0.05
 07/17  16:00:00,26.0,0.38,0.13,0.0,0.04
 07/17  17:00:00,26.0,0.38,0.13,0.0,0.04
 07/17  18:00:00,26.97,0.12,0.04,0.0,0.0
 07/17  19:00:00,26.86,0.04,0.01,0.0,0.0
 07/17  20:00:00,26.59,0.04,0.01,0.0,0.0
 07/17  21:00:00,25.86,0.02,0.01,0.0,0.0
 07/17  22:00:00,25.08,0.02,0.01,0.0,0.0
 07/17  23:00:00,24.33,0.02,0.01,0.0,0.0
 07/17  24:00:00,23.63,0.02,0.01,0.0,0.0
 07/18  01:00:00,22.85,0.0,0.0,0.0,0.0
 07/18  02:00:00,22.08,0.0,0.0,0.0,0.0
 07/18  03:00:00,21.3,0.0,0.0,0.0,0.0
 07/18  04:00:00,20.52,0.0,0.0,0.0,0.0
 07/18  05:00:00,19.86,0.0,0.0,0.0,0.0
 07/18  06:00:00,19.4,0.0,0.0,0.0,0.0
 07/18  07:00:00,19.44,0.04,0.01,0.0,0.0
 07/18  08:00:00,21.99,0.08,0.03,0.54,0.0
 07/18  09:00:00,22.66,0.38,0.13,0.0,0.0
 07/18  10:00:00,23.94,0.38,0.13,0.0,0.0
 07/18  11:00:00,25.2,0.38,0.13,0.0,0.0
 07/18  12:00:00,26.0,0.38,0.13,0.0,0.01
 07/18  13:00:00,26.0,0.2,0.07,0.0,0.01
 07/18  14:00:00,26.0,0.38,0.13,0.0,0.05
 07/18  15:00:00,26.0,0.38,0.13,0.0,0.06
 07/18  16:00:00,26.0,0.38,0.13,0.0,0.07
 07/18  17:00:00,26.0,0.38,0.13,0.0,0.07
 07/18  18:00:00,27.88,0.12,0.04,0.0,0.0
 07/18  19:00:00,27.76,0.04,0.01,0.0,0.0
 07/18  20:00:00,27.41,0.04,0.01,0.0,0.0
 07/18  21:00:00,26.8,0.02,0.01,0.0,0.0
 07/18  22:00:00,26.17,0.02,0.01,0.0,0.0
 07/18  23:00:00,25.59,0.02,0.01,0.0,0.0
 07/18  24:00:00,25.06,0.02,0.01,0.0,0.0
 07/19  01:00:00,24.45,0.0,0.0,0.0,0.0
 07/19  02:00:00,23.9,0.0,0.0,0.0,0.0
 07/19  03:00:00,23.34,0.0,0.0,0.0,0.0
 07/19  04:00:00,22.8,0.0,0.0,0.0,0.0
 07/19  05:00:00,22.33,0.0,0.0,0.0,0.0
 07/19  06:00:00,21.97,0.0,0.0,0.0,0.0
 07/19  07:00:00,22.02,0.04,0.01,0.0,0.0
 07/19  08:00:00,22.35,0.08,0.03,0.0,0.0
 07/19  09:00:00,24.2,0.38,0.13,0.0,0.0
 07/19  10:00:00,25.1,0.38,0.13,0.0,0.0
 07/19  11:00:00,25.9,0.38,0.13,0.0,0.0
 07/19  12:00:00,26.0,0.38,0.13,0.0,0.02
 07/19  13:00:00,26.0,0.2,0.07,0.0,0.02
 07/19  14:00:00,26.0,0.38,0.13,0.0,0.05
 07/19  15:00:00,26.0,0.38,0.13,0.0,0.07
 07/19  16:00:00,26.0,0.38,0.13,0.0,0.08
 07/19  17:00:00,26.0,0.38,0.13,0.0,0.08
 07/19  18:00:00,28.29,0.12,0.04,0.0,0.0
 07/19  19:00:00,28.4,0.04,0.01,0.0,0.0
 07/19  20:00:00,28.13,0.04,0.01,0.0,0.0
 07/19  21:00:00,27.41,0.02,0.01,0.0,0.0
 07/19  22:00:00,26.56,0.02,0.01,0.0,0.0
 07/19  23:00:00,25.67,0.02,0.01,0.0,0.0
 07/19  24:00:00,24.76,0.02,0.01,0.0,0.0
 07/20  01:00:00,23.74,0.0,0.0,0.0,0.0
 07/20  02:00:00,22.83,0.0,0.0,0.0,0.0
 07/20  03:00:00,22.0,0.0,0.0,0.0,0.0
 07/20  04:00:00,21.22,0.0,0.0,0.0,0.0
 07/20  05:00:00,20.54,0.0,0.0,0.0,0.0
 07/20  06:00:00,20.01,0.0,0.0,0.0,0.0
 07/20  07:00:00,19.96,0.04,0.01,0.0,0.0
 07/20  08:00:00,21.99,0.08,0.03,0.41,0.0
 07/20  09:00:00,22.92,0.38,0.13,0.0,0.0
 07/20  10:00:00,24.19,0.38,0.13,0.0,0.0
 07/20  11:00:00,25.5,0.38,0.13,0.0,0.0
 07/20  12:00:00,26.0,0.38,0.13,0.0,0.02
 07/20  13:00:00,26.0,0.2,0.07,0.0,0.02
 07/20  14:00:00,26.0,0.38,0.13,0.0,0.06
 07/20  15:00:00,26.0,0.38,0.13,0.0,0.08
 07/20  16:00:00,26.0,0.38,0.13,0.0,0.1
 07/20  17:00:00,26.0,0.38,0.13,0.0,0.11
 07/20  18:00:00,29.18,0.12,0.04,0.0,0.0
 07/20  19:00:00,29.5,0.04,0.01,0.0,0.0
 07/20  20:00:00,29.26,0.04,0.01,0.0,0.0
 07/20  21:00:00,28.68,0.02,0.01,0.0,0.0
 07/20  22:00:00,27.91,0.02,0.01,0.0,0.0
 07/20  23:00:00,27.16,0.02,0.01,0.0,0.0
 07/20  24:00:00,26.51,0.02,0.01,0.0,0.0
 07/21  01:00:00,25.68,0.0,0.0,0.0,0.0
 07/21  02:00:00,24.92,0.0,0.0,0.0,0.0
 07/21  03:00:00,24.23,0.0,0.0,0.0,0.0
 07/21  04:00:00,23.53,0.0,0.0,0.0,0.0
 07/21  05:00:00,22.9,0.0,0.0,0.0,0.0
 07/21  06:00:00,22.43,0.0,0.0,0.0,0.0
 07/21  07:00:00,22.4,0.04,0.01,0.0,0.0
 07/21  08:00:00,22.71,0.08,0.03,0.0,0.0
 07/21  09:00:00,24.59,0.38,0.13,0.0,0.0
 07/21  10:00:00,25.67,0.38,0.13,0.0,0.0
 07/21  11:00:00,26.0,0.38,0.13,0.0,0.01
 07/21  12:00:00,26.0,0.38,0.13,0.0,0.03
 07/21  13:00:00,26.0,0.2,0.07,0.0,0.03
 07/21  14:00:00,26.0,0.38,0.13,0.0,0.07
 07/21  15:00:00,26.0,0.38,0.13,0.0,0.09
 07/21  16:00:00,26.0,0.38,0.13,0.0,0.1
 07/21  17:00:00,26.0,0.38,0.13,0.0,0.11
 07/21  18:00:00,29.3,0.12,0.04,0.0,0.0
 07/21  19:00:00,29.67,0.04,0.01,0.0,0.0
 07/21  20:00:00,29.5,0.04,0.01,0.0,0.0
 07/21  21:00:00,28.96,0.02,0.01,0.0,0.0
 07/21  22:00:00,28.33,0.02,0.01,0.0,0.0
 07/21  23:00:00,27.56,0.02,0.01,0.0,0.0
 07/21  24:00:00,26.67,0.02,0.01,0.0,0.0
 07/22  01:00:00,25.63,0.0,0.0,0.0,0.0
 07/22  02:00:00,24.68,0.0,0.0,0.0,0.0
 07/22  03:00:00,23.85,0.0,0.0,0.0,0.0
 07/22  04:00:00,23.04,0.0,0.0,0.0,0.0
 07/22  05:00:00,22.31,0.0,0.0,0.0,0.0
 07/22  06:00:00,21.72,0.0,0.0,0.0,0.0
 07/22  07:00:00,21.57,0.04,0.01,0.0,0.0
 07/22  08:00:00,22.0,0.04,0.01,0.09,0.0
 07/22  09:00:00,22.52,0.12,0.04,0.0,0.0
 07/22  10:00:00,23.28,0.12,0.04,0.0,0.0
 07/22  11:00:00,24.14,0.12,0.04,0.0,0.0
 07/22  12:00:00,25.19,0.12,0.04,0.0,0.0
 07/22  13:00:00,25.83,0.04,0.01,0.0,0.0
 07/22  14:00:00,26.0,0.04,0.01,0.0,0.01
 07/22  15:00:00,26.0,0.04,0.01,0.0,0.03
 07/22  16:00:00,26.0,0.04,0.01,0.0,0.03
 07/22  17:00:00,26.0,0.04,0.01,0.0,0.03
 07/22  18:00:00,27.04,0.0,0.0,0.0,0.0
 07/22  19:00:00,27.03,0.0,0.0,0.0,0.0
 07/22  20:00:00,26.63,0.0,0.0,0.0,0.0
 07/22  21:00:00,26.06,0.0,0.0,0.0,0.0
 07/22  22:00:00,25.4,0.0,0.0,0.0,0.0
 07/22  23:00:00,24.75,0.0,0.0,0.0,0.0
 07/22  24:00:00,24.14,0.0,0.0,0.0,0.0
 07/23  01:00:00,23.54,0.0,0.0,0.0,0.0
 07/23  02:00:00,22.92,0.0,0.0,0.0,0.0
 07/23  03:00:00,22.32,0.0,0.0,0.0,0.0
 07/23  04:00:00,21.72,0.0,0.0,0.0,0.0
 07/23  05:00:00,21.17,0.0,0.0,0.0,0.0
 07/23  06:00:00,20.72,0.0,0.0,0.0,0.0
 07/23  07:00:00,20.4,0.0,0.0,0.0,0.0
 07/23  08:00:00,21.99,0.0,0.0,0.38,0.0
 07/23  09:00:00,22.0,0.0,0.0,0.16,0.0
 07/23  10:00:00,22.05,0.0,0.0,0.02,0.0
 07/23  11:00:00,22.62,0.0,0.0,0.0,0.0
 07/23  12:00:00,23.35,0.0,0.0,0.0,0.0
 07/23  13:00:00,24.14,0.0,0.0,0.0,0.0
 07/23  14:00:00,24.88,0.0,0.0,0.0,0.0
 07/23  15:00:00,25.54,0.0,0.0,0.0,0.0
 07/23  16:00:00,25.99,0.0,0.0,0.0,0.0
 07/23  17:00:00,26.0,0.0,0.0,0.0,0.01
 07/23  18:00:00,26.77,0.0,0.0,0.0,0.0
 07/23  19:00:00,26.87,0.0,0.0,0.0,0.0
 07/23  20:00:00,26.56,0.0,0.0,0.0,0.0
 07/23  21:00:00,26.03,0.0,0.0,0.0,0.0
 07/23  22:00:00,25.39,0.0,0.0,0.0,0.0
 07/23  23:00:00,24.72,0.0,0.0,0.0,0.0
 07/23  24:00:00,24.03,0.0,0.0,0.0,0.0
 07/24  01:00:00,23.33,0.0,0.0,0.0,0.0
 07/24  02:00:00,22.63,0.0,0.0,0.0,0.0
 07/24  03:00:00,21.92,0.0,0.0,0.0,0.0
 07/24  04:00:00,21.22,0.0,0.0,0.0,0.0
 07/24  05:00:00,20.58,0.0,0.0,0.0,0.0
 07/24  06:00:00,20.05,0.0,0.0,0.0,0.0
 07/24  07:00:00,19.86,0.04,0.01,0.0,0.0
 07/24  08:00:00,21.99,0.08,0.03,0.52,0.0
 07/24  09:00:00,22.33,0.38,0.13,0.0,0.0
 07/24  10:00:00,23.02,0.38,0.13,0.0,0.0
 07/24  11:00:00,23.71,0.38,0.13,0.0,0.0
 07/24  12:00:00,24.44,0.38,0.13,0.0,0.0
 07/24  13:00:00,24.27,0.2,0.07,0.0,0.0
 07/24  14:00:00,25.41,0.38,0.13,0.0,0.0
 07/24  15:00:00,25.94,0.38,0.13,0.0,0.0
 07/24  16:00:00,26.0,0.38,0.13,0.0,0.0
 07/24  17:00:00,26.0,0.38,0.13,0.0,0.0
 07/24  18:00:00,25.1,0.12,0.04,0.0,0.0
 07/24  19:00:00,24.08,0.04,0.01,0.0,0.0
 07/24  20:00:00,23.28,0.04,0.01,0.0,0.0
 07/24  21:00:00,22.49,0.02,0.01,0.0,0.0
 07/24  22:00:00,21.77,0.02,0.01,0.0,0.0
 07/24  23:00:00,21.1,0.02,0.01,0.0,0.0
 07/24  24:00:00,20.52,0.02,0.01,0.0,0.0
 07/25  01:00:00,19.88,0.0,0.0,0.0,0.0
 07/25  02:00:00,19.35,0.0,0.0,0.0,0.0
 07/25  03:00:00,18.9,0.0,0.0,0.0,0.0
 07/25  04:00:00,18.51,0.0,0.0,0.0,0.0
 07/25  05:00:00,18.17,0.0,0.0,0.0,0.0
 07/25  06:00:00,17.85,0.0,0.0,0.0,0.0
 07/25  07:00:00,17.87,0.04,0.01,0.0,0.0
 07/25  08:00:00,21.97,0.08,0.03,1.11,0.0
 07/25  09:00:00,22.0,0.38,0.13,0.32,0.0
 07/25  10:00:00,22.03,0.38,0.13,0.04,0.0
 07/25  11:00:00,22.49,0.38,0.13,0.0,0.0
 07/25  12:00:00,23.06,0.38,0.13,0.0,0.0
 07/25  13:00:00,22.56,0.2,0.07,0.0,0.0
 07/25  14:00:00,23.55,0.38,0.13,0.0,0.0
 07/25  15:00:00,24.11,0.38,0.13,0.0,0.0
 07/25  16:00:00,24.33,0.38,0.13,0.0,0.0
 07/25  17:00:00,24.47,0.38,0.13,0.0,0.0
 07/25  18:00:00,23.4,0.12,0.04,0.0,0.0
 07/25  19:00:00,22.47,0.04,0.01,0.0,0.0
 07/25  20:00:00,21.83,0.04,0.01,0.0,0.0
 07/25  21:00:00,21.19,0.02,0.01,0.0,0.0
 07/25  22:00:00,20.66,0.02,0.01,0.0,0.0
 07/25  23:00:00,20.16,0.02,0.01,0.0,0.0
 07/25  24:00:00,19.68,0.02,0.01,0.0,0.0
 07/26  01:00:00,19.13,0.0,0.0,0.0,0.0
 07/26  02:00:00,18.67,0.0,0.0,0.0,0.0
 07/26  03:00:00,18.26,0.0,0.0,0.0,0.0
 07/26  04:00:00,17.87,0.0,0.0,0.0,0.0
 07/26  05:00:00,17.54,0.0,0.0,0.0,0.0
 07/26  06:00:00,17.27,0.0,0.0,0.0,0.0
 07/26  07:00:00,17.38,0.04,0.01,0.0,0.0
 07/26  08:00:00,21.96,0.08,0.03,1.18,0.0
 07/26  09:00:00,22.0,0.38,0.13,0.26,0.0
 07/26  10:00:00,22.42,0.38,0.13,0.0,0.0
 07/26  11:00:00,23.51,0.38,0.13,0.0,0.0
 07/26  12:00:00,24.67,0.38,0.13,0.0,0.0
 07/26  13:00:00,24.92,0.2,0.07,0.0,0.0
 07/26  14:00:00,25.95,0.38,0.13,0.0,0.01
 07/26  15:00:00,26.0,0.38,0.13,0.0,0.02
 07/26  16:00:00,26.0,0.38,0.13,0.0,0.02
 07/26  17:00:00,26.0,0.38,0.13,0.0,0.03
 07/26  18:00:00,26.08,0.12,0.04,0.0,0.0
 07/26  19:00:00,25.4,0.04,0.01,0.0,0.0
 07/26  20:00:00,24.8,0.04,0.01,0.0,0.0
 07/26  21:00:00,24.14,0.02,0.01,0.0,0.0
 07/26  22:00:00,23.52,0.02,0.01,0.0,0.0
 07/26  23:00:00,22.88,0.02,0.01,0.0,0.0
 07/26  24:00:00,22.23,0.02,0.01,0.0,0.0
 07/27  01:00:00,21.47,0.0,0.0,0.0,0.0
 07/27  02:00:00,20.79,0.0,0.0,0.0,0.0
 07/27  03:00:00,20.15,0.0,0.0,0.0,0.0
 07/27  04:00:00,19.52,0.0,0.0,0.0,0.0
 07/27  05:00:00,18.99,0.0,0.0,0.0,0.0
 07/27  06:00:00,18.56,0.0,0.0,0.0,0.0
 07/27  07:00:00,18.53,0.04,0.01,0.0,0.0
 07/27  08:00:00,21.98,0.08,0.03,0.86,0.0
 07/27  09:00:00,22.08,0.38,0.13,0.07,0.0
 07/27  10:00:00,22.94,0.38,0.13,0.0,0.0
 07/27  11:00:00,23.99,0.38,0.13,0.0,0.0
 07/27  12:00:00,25.02,0.38,0.13,0.0,0.0
 07/27  13:00:00,25.02,0.2,0.07,0.0,0.0
 07/27  14:00:00,25.95,0.38,0.13,0.0,0.01
 07/27  15:00:00,26.0,0.38,0.13,0.0,0.02
 07/27  16:00:00,26.0,0.38,0.13,0.0,0.03
 07/27  17:00:00,26.0,0.38,0.13,0.0,0.03
 07/27  18:00:00,26.4,0.12,0.04,0.0,0.0
 07/27  19:00:00,25.8,0.04,0.01,0.0,0.0
 07/27  20:00:00,25.1,0.04,0.01,0.0,0.0
 07/27  21:00:00,24.19,0.02,0.01,0.0,0.0
 07/27  22:00:00,23.26,0.02,0.01,0.0,0.0
 07/27  23:00:00,22.33,0.02,0.01,0.0,0.0
 07/27  24:00:00,21.37,0.02,0.01,0.0,0.0
 07/28  01:00:00,20.33,0.0,0.0,0.0,0.0
 07/28  02:00:00,19.38,0.0,0.0,0.0,0.0
 07/28  03:00:00,18.53,0.0,0.0,0.0,0.0
 07/28  04:00:00,17.74,0.0,0.0,0.0,0.0
 07/28  05:00:00,17.05,0.0,0.0,0.0,0.0
 07/28  06:00:00,16.51,0.0,0.0,0.0,0.0
 07/28  07:00:00,16.41,0.04,0.01,0.0,0.0
 07/28  08:00:00,21.94,0.08,0.03,1.6,0.0
 07/28  09:00:00,22.0,0.38,0.13,0.59,0.0
 07/28  10:00:00,22.0,0.38,0.13,0.17,0.0
 07/28  11:00:00,22.51,0.38,0.13,0.0,0.0
 07/28  12:00:00,23.62,0.38,0.13,0.0,0.0
 07/28  13:00:00,23.85,0.2,0.07,0.0,0.0
 07/28  14:00:00,25.41,0.38,0.13,0.0,0.0
 07/28  15:00:00,26.0,0.38,0.13,0.0,0.01
 07/28  16:00:00,26.0,0.38,0.13,0.0,0.02
 07/28  17:00:00,26.0,0.38,0.13,0.0,0.04
 07/28  18:00:00,26.75,0.12,0.04,0.0,0.0
 07/28  19:00:00,26.55,0.04,0.01,0.0,0.0
 07/28  20:00:00,26.07,0.04,0.01,0.0,0.0
 07/28  21:00:00,25.17,0.02,0.01,0.0,0.0
 07/28  22:00:00,24.16,0.02,0.01,0.0,0.0
 07/28  23:00:00,23.16,0.02,0.01,0.0,0.0
 07/28  24:00:00,22.2,0.02,0.01,0.0,0.0
 07/29  01:00:00,21.17,0.0,0.0,0.0,0.0
 07/29  02:00:00,20.2,0.0,0.0,0.0,0.0
 07/29  03:00:00,19.32,0.0,0.0,0.0,0.0
