Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) ,,,,,
 02/17  18:00:00,0,0,72482.76,148176,,,,,
 02/17  19:00:00,0,0,72482.76,148176,,,,,
 02/17  20:00:00,0,0,72482.76,148176,,,,,
 02/17  21:00:00,439943.297,0,72482.76,148176,,,,,
 02/17  22:00:00,1167271.753,0,72482.76,148176,,,,,
 02/17  23:00:00,1590201.877,0,72482.76,148176,,,,,
 02/17  24:00:00,1968061.433,0,72482.76,148176,,,,,
 02/18  01:00:00,2239662.406,0,72482.76,148176,,,,,
 02/18  02:00:00,2429056.868,0,72482.76,148176,,,,,
 02/18  03:00:00,2567749.215,0,72482.76,148176,,,,,
 02/18  04:00:00,2610712.017,0,72482.76,148176,,,,,
 02/18  05:00:00,2567447.27,0,72482.76,148176,,,,,
 02/18  06:00:00,2495471.119,0,72482.76,148176,,,,,
 02/18  07:00:00,2407996.567,0,72482.76,148176,,,,,
 02/18  08:00:00,2315215.887,0,72482.76,148176,,,,,
 02/18  09:00:00,2207763.463,0,72482.76,148176,,,,,
 02/18  10:00:00,2059355.752,0,72482.76,148176,,,,,
 02/18  11:00:00,1893462.354,0,72482.76,148176,,,,,
 02/18  12:00:00,1737276.244,0,72482.76,148176,,,,,
 02/18  13:00:00,1604268.606,0,72482.76,148176,,,,,
 02/18  14:00:00,1507379.913,0,72482.76,148176,,,,,
 02/18  15:00:00,1445492.332,0,72482.76,148176,,,,,
 02/18  16:00:00,1427574.119,0,72482.76,148176,,,,,
 02/18  17:00:00,1487532.713,0,72482.76,148176,,,,,
 02/18  18:00:00,1604626.101,0,72482.76,148176,,,,,
 02/18  19:00:00,1712106.625,0,72482.76,148176,,,,,
 02/18  20:00:00,1779415.498,0,72482.76,148176,,,,,
 02/18  21:00:00,1822032.424,0,72482.76,148176,,,,,
 02/18  22:00:00,1852412.841,0,72482.76,148176,,,,,
 02/18  23:00:00,1869370.417,0,72482.76,148176,,,,,
 02/18  24:00:00,1884203.33,0,72482.76,148176,,,,,
 02/19  01:00:00,1864216.431,0,72482.76,197568,,,,,
 02/19  02:00:00,1868195.131,0,72482.76,197568,,,,,
 02/19  03:00:00,1886600.951,0,72482.76,197568,,,,,
 02/19  04:00:00,1907075.677,0,72482.76,197568,,,,,
 02/19  05:00:00,1917128.017,0,72482.76,197568,,,,,
 02/19  06:00:00,8450775.676,0,144965.52,197568,,,,,
 02/19  07:00:00,5572717.456,0,144965.52,197568,,,,,
 02/19  08:00:00,4279046.583,0,434896.56,197568,,,,,
 02/19  09:00:00,4485886.342,0,1304689.68,444528,,,,,
 02/19  10:00:00,3895662.656,0,1304689.68,444528,,,,,
 02/19  11:00:00,3516274.397,0,1304689.68,444528,,,,,
 02/19  12:00:00,3233089.804,0,1304689.68,444528,,,,,
 02/19  13:00:00,2191169.647,0,1304689.68,395136,,,,,
 02/19  14:00:00,2867672.258,0,1304689.68,444528,,,,,
 02/19  15:00:00,2702345.798,0,1304689.68,444528,,,,,
 02/19  16:00:00,2571110.385,0,1304689.68,444528,,,,,
 02/19  17:00:00,2562720.466,0,1304689.68,444528,,,,,
 02/19  18:00:00,2401917.862,0,1014758.64,395136,,,,,
 02/19  19:00:00,2280660.519,0,724827.6,296352,,,,,
 02/19  20:00:00,0,0,724827.6,296352,,,,,
 02/19  21:00:00,0,0,434896.56,246960,,,,,
 02/19  22:00:00,0,0,434896.56,246960,,,,,
 02/19  23:00:00,122286.55,0,144965.52,197568,,,,,
 02/19  24:00:00,755887.2459,0,72482.76,197568,,,,,
 02/20  01:00:00,1225852.787,0,72482.76,197568,,,,,
 02/20  02:00:00,1559075.988,0,72482.76,197568,,,,,
 02/20  03:00:00,1607174.439,0,72482.76,197568,,,,,
 02/20  04:00:00,1898939.892,0,72482.76,197568,,,,,
 02/20  05:00:00,2014379.724,0,72482.76,197568,,,,,
 02/20  06:00:00,8455046.285,0,144965.52,197568,,,,,
 02/20  07:00:00,5903375.163,0,144965.52,197568,,,,,
 02/20  08:00:00,4680920.941,0,434896.56,197568,,,,,
 02/20  09:00:00,4536539.638,0,1304689.68,444528,,,,,
 02/20  10:00:00,4214519.449,0,1304689.68,444528,,,,,
 02/20  11:00:00,3888153.796,0,1304689.68,444528,,,,,
 02/20  12:00:00,3680551.057,0,1304689.68,444528,,,,,
 02/20  13:00:00,2866991.899,0,1304689.68,395136,,,,,
 02/20  14:00:00,3435940.033,0,1304689.68,444528,,,,,
 02/20  15:00:00,3008179.079,0,1304689.68,444528,,,,,
 02/20  16:00:00,2861751.693,0,1304689.68,444528,,,,,
 02/20  17:00:00,2846569.503,0,1304689.68,444528,,,,,
 02/20  18:00:00,2635611.352,0,1014758.64,395136,,,,,
 02/20  19:00:00,2450625.353,0,724827.6,296352,,,,,
 02/20  20:00:00,0,0,724827.6,296352,,,,,
 02/20  21:00:00,0,0,434896.56,246960,,,,,
 02/20  22:00:00,0,0,434896.56,246960,,,,,
 02/20  23:00:00,64317.08787,0,144965.52,197568,,,,,
 02/20  24:00:00,763058.2198,0,72482.76,197568,,,,,
 02/21  01:00:00,1370940.978,0,72482.76,197568,,,,,
 02/21  02:00:00,1779216.457,0,72482.76,197568,,,,,
 02/21  03:00:00,1829668.876,0,72482.76,197568,,,,,
 02/21  04:00:00,1934809.414,0,72482.76,197568,,,,,
 02/21  05:00:00,2008359.03,0,72482.76,197568,,,,,
 02/21  06:00:00,8622187.983,0,144965.52,197568,,,,,
 02/21  07:00:00,5808600.118,0,144965.52,197568,,,,,
 02/21  08:00:00,4576575.774,0,434896.56,197568,,,,,
 02/21  09:00:00,5005195.422,0,1304689.68,444528,,,,,
 02/21  10:00:00,4462151.39,0,1304689.68,444528,,,,,
 02/21  11:00:00,4137968.803,0,1304689.68,444528,,,,,
 02/21  12:00:00,3906808.388,0,1304689.68,444528,,,,,
 02/21  13:00:00,2752843.152,0,1304689.68,395136,,,,,
 02/21  14:00:00,3687905.995,0,1304689.68,444528,,,,,
 02/21  15:00:00,3602805.377,0,1304689.68,444528,,,,,
 02/21  16:00:00,3571713.719,0,1304689.68,444528,,,,,
 02/21  17:00:00,3626772.253,0,1304689.68,444528,,,,,
 02/21  18:00:00,3376556.493,0,1014758.64,395136,,,,,
 02/21  19:00:00,3110672.161,0,724827.6,296352,,,,,
 02/21  20:00:00,0,0,724827.6,296352,,,,,
 02/21  21:00:00,0,0,434896.56,246960,,,,,
 02/21  22:00:00,32449.12175,0,434896.56,246960,,,,,
 02/21  23:00:00,834232.2239,0,144965.52,197568,,,,,
 02/21  24:00:00,1349592.791,0,72482.76,197568,,,,,
 02/22  01:00:00,1629537.481,0,72482.76,197568,,,,,
 02/22  02:00:00,1891137.608,0,72482.76,197568,,,,,
 02/22  03:00:00,2033194.068,0,72482.76,197568,,,,,
 02/22  04:00:00,2108743.655,0,72482.76,197568,,,,,
 02/22  05:00:00,2143278.799,0,72482.76,197568,,,,,
 02/22  06:00:00,8735166.309,0,144965.52,197568,,,,,
 02/22  07:00:00,5846124.51,0,144965.52,197568,,,,,
 02/22  08:00:00,4556437.736,0,434896.56,197568,,,,,
 02/22  09:00:00,4884483.719,0,1304689.68,444528,,,,,
 02/22  10:00:00,4275227.471,0,1304689.68,444528,,,,,
 02/22  11:00:00,3875559.663,0,1304689.68,444528,,,,,
 02/22  12:00:00,3549573.55,0,1304689.68,444528,,,,,
 02/22  13:00:00,2414966.44,0,1304689.68,395136,,,,,
 02/22  14:00:00,3175641.959,0,1304689.68,444528,,,,,
 02/22  15:00:00,3082339.539,0,1304689.68,444528,,,,,
 02/22  16:00:00,3029590.029,0,1304689.68,444528,,,,,
 02/22  17:00:00,3159218.248,0,1304689.68,444528,,,,,
 02/22  18:00:00,3072585.929,0,1014758.64,395136,,,,,
 02/22  19:00:00,2967656.234,0,724827.6,296352,,,,,
 02/22  20:00:00,0,0,724827.6,296352,,,,,
 02/22  21:00:00,0,0,434896.56,246960,,,,,
 02/22  22:00:00,0,0,434896.56,246960,,,,,
 02/22  23:00:00,720099.51,0,144965.52,197568,,,,,
 02/22  24:00:00,1287170.274,0,72482.76,197568,,,,,
 02/23  01:00:00,1585344.976,0,72482.76,197568,,,,,
 02/23  02:00:00,1870527.935,0,72482.76,197568,,,,,
 02/23  03:00:00,2045039.225,0,72482.76,197568,,,,,
 02/23  04:00:00,2146801.129,0,72482.76,197568,,,,,
 02/23  05:00:00,2215854.244,0,72482.76,197568,,,,,
 02/23  06:00:00,8846966.994,0,144965.52,197568,,,,,
 02/23  07:00:00,6004164.87,0,144965.52,197568,,,,,
 02/23  08:00:00,4701123.513,0,434896.56,197568,,,,,
 02/23  09:00:00,4994840.524,0,1304689.68,444528,,,,,
 02/23  10:00:00,4259071.859,0,1304689.68,444528,,,,,
 02/23  11:00:00,3718884.045,0,1304689.68,444528,,,,,
 02/23  12:00:00,3251402.043,0,1304689.68,444528,,,,,
 02/23  13:00:00,2083933.812,0,1304689.68,395136,,,,,
 02/23  14:00:00,2697017.395,0,1304689.68,444528,,,,,
 02/23  15:00:00,2598632.498,0,1304689.68,444528,,,,,
 02/23  16:00:00,2552140.274,0,1304689.68,444528,,,,,
 02/23  17:00:00,2701255.869,0,1304689.68,444528,,,,,
 02/23  18:00:00,2716874.676,0,1014758.64,395136,,,,,
 02/23  19:00:00,2721968.372,0,724827.6,296352,,,,,
 02/23  20:00:00,0,0,724827.6,296352,,,,,
 02/23  21:00:00,0,0,434896.56,246960,,,,,
 02/23  22:00:00,0,0,434896.56,246960,,,,,
 02/23  23:00:00,558833.1107,0,144965.52,197568,,,,,
 02/23  24:00:00,1268325.293,0,72482.76,197568,,,,,
 02/24  01:00:00,1656075.626,0,72482.76,148176,,,,,
 02/24  02:00:00,1999767.998,0,72482.76,148176,,,,,
 02/24  03:00:00,2199499.8,0,72482.76,148176,,,,,
 02/24  04:00:00,2310442.044,0,72482.76,148176,,,,,
 02/24  05:00:00,2360350.775,0,72482.76,148176,,,,,
 02/24  06:00:00,2383641.16,0,72482.76,148176,,,,,
 02/24  07:00:00,9211559.908,0,144965.52,197568,,,,,
 02/24  08:00:00,5940645.605,0,144965.52,197568,,,,,
 02/24  09:00:00,4475542.795,0,724827.6,246960,,,,,
 02/24  10:00:00,2817857.36,0,724827.6,246960,,,,,
 02/24  11:00:00,1793169.882,0,724827.6,246960,,,,,
 02/24  12:00:00,1364896.294,0,724827.6,246960,,,,,
 02/24  13:00:00,1517218.26,0,724827.6,246960,,,,,
 02/24  14:00:00,1741321.043,0,724827.6,246960,,,,,
 02/24  15:00:00,1486913.544,0,217448.28,172872,,,,,
 02/24  16:00:00,1690376.129,0,217448.28,172872,,,,,
 02/24  17:00:00,2020790.827,0,217448.28,172872,,,,,
 02/24  18:00:00,0,0,72482.76,148176,,,,,
 02/24  19:00:00,0,0,72482.76,148176,,,,,
 02/24  20:00:00,93446.96221,0,72482.76,148176,,,,,
 02/24  21:00:00,1029095.787,0,72482.76,148176,,,,,
 02/24  22:00:00,1588256.236,0,72482.76,148176,,,,,
 02/24  23:00:00,2064122.234,0,72482.76,148176,,,,,
 02/24  24:00:00,2430971.193,0,72482.76,148176,,,,,
 02/25  01:00:00,2685502.587,0,72482.76,148176,,,,,
 02/25  02:00:00,2848870.651,0,72482.76,148176,,,,,
 02/25  03:00:00,2966520.725,0,72482.76,148176,,,,,
 02/25  04:00:00,3060675.249,0,72482.76,148176,,,,,
 02/25  05:00:00,3122531.727,0,72482.76,148176,,,,,
 02/25  06:00:00,3157583.968,0,72482.76,148176,,,,,
 02/25  07:00:00,3141201.212,0,72482.76,148176,,,,,
 02/25  08:00:00,3015371.338,0,72482.76,148176,,,,,
 02/25  09:00:00,2614421.091,0,72482.76,148176,,,,,
 02/25  10:00:00,2086647.247,0,72482.76,148176,,,,,
 02/25  11:00:00,1602741.784,0,72482.76,148176,,,,,
 02/25  12:00:00,1181856.635,0,72482.76,148176,,,,,
 02/25  13:00:00,710194.7829,0,72482.76,148176,,,,,
 02/25  14:00:00,72255.59935,0,72482.76,148176,,,,,
 02/25  15:00:00,0,0,72482.76,148176,,,,,
 02/25  16:00:00,0,0,72482.76,148176,,,,,
 02/25  17:00:00,0,0,72482.76,148176,,,,,
 02/25  18:00:00,0,0,72482.76,148176,,,,,
 02/25  19:00:00,0,0,72482.76,148176,,,,,
 02/25  20:00:00,538954.5698,0,72482.76,148176,,,,,
 02/25  21:00:00,1341240.074,0,72482.76,148176,,,,,
 02/25  22:00:00,1809348.248,0,72482.76,148176,,,,,
 02/25  23:00:00,2162525.884,0,72482.76,148176,,,,,
 02/25  24:00:00,2335630.797,0,72482.76,148176,,,,,
 02/26  01:00:00,2380053.809,0,72482.76,197568,,,,,
 02/26  02:00:00,2433444.137,0,72482.76,197568,,,,,
 02/26  03:00:00,2486941.649,0,72482.76,197568,,,,,
 02/26  04:00:00,2537879.005,0,72482.76,197568,,,,,
 02/26  05:00:00,2612693.295,0,72482.76,197568,,,,,
 02/26  06:00:00,9392260.33,0,144965.52,197568,,,,,
 02/26  07:00:00,6583279.64,0,144965.52,197568,,,,,
 02/26  08:00:00,5306368.692,0,434896.56,197568,,,,,
 02/26  09:00:00,5571545.958,0,1304689.68,444528,,,,,
 02/26  10:00:00,4178145.221,0,1304689.68,444528,,,,,
 02/26  11:00:00,2662590.289,0,1304689.68,444528,,,,,
 02/26  12:00:00,1099893.543,0,1304689.68,444528,,,,,
 02/26  13:00:00,0,0,1304689.68,395136,,,,,
 02/26  14:00:00,0,0,1304689.68,444528,,,,,
 02/26  15:00:00,0,0,1304689.68,444528,,,,,
 02/26  16:00:00,0,0,1304689.68,444528,,,,,
 02/26  17:00:00,0,0,1304689.68,444528,,,,,
 02/26  18:00:00,440747.9899,0,1014758.64,395136,,,,,
 02/26  19:00:00,1796484.671,0,724827.6,296352,,,,,
 02/26  20:00:00,0,0,724827.6,296352,,,,,
 02/26  21:00:00,0,0,434896.56,246960,,,,,
 02/26  22:00:00,0,0,434896.56,246960,,,,,
 02/26  23:00:00,749048.1069,0,144965.52,197568,,,,,
 02/26  24:00:00,1577609.762,0,72482.76,197568,,,,,
 02/27  01:00:00,1997305.064,0,72482.76,197568,,,,,
 02/27  02:00:00,2442600.263,0,72482.76,197568,,,,,
 02/27  03:00:00,2765940.456,0,72482.76,197568,,,,,
 02/27  04:00:00,3004978.075,0,72482.76,197568,,,,,
 02/27  05:00:00,3148580.527,0,72482.76,197568,,,,,
 02/27  06:00:00,10005028.22,0,144965.52,197568,,,,,
 02/27  07:00:00,7113612.497,0,144965.52,197568,,,,,
 02/27  08:00:00,5723374.135,0,434896.56,197568,,,,,
 02/27  09:00:00,5814087.549,0,1304689.68,444528,,,,,
 02/27  10:00:00,3945574.236,0,1304689.68,444528,,,,,
 02/27  11:00:00,2098856.25,0,1304689.68,444528,,,,,
 02/27  12:00:00,460980.8064,0,1304689.68,444528,,,,,
 02/27  13:00:00,0,0,1304689.68,395136,,,,,
 02/27  14:00:00,0,0,1304689.68,444528,,,,,
 02/27  15:00:00,0,0,1304689.68,444528,,,,,
 02/27  16:00:00,0,0,1304689.68,444528,,,,,
 02/27  17:00:00,0,0,1304689.68,444528,,,,,
 02/27  18:00:00,0,0,1014758.64,395136,,,,,
 02/27  19:00:00,593858.3327,0,724827.6,296352,,,,,
 02/27  20:00:00,0,0,724827.6,296352,,,,,
 02/27  21:00:00,0,0,434896.56,246960,,,,,
 02/27  22:00:00,0,0,434896.56,246960,,,,,
 02/27  23:00:00,464792.2024,0,144965.52,197568,,,,,
 02/27  24:00:00,1519025.081,0,72482.76,197568,,,,,
 02/28  01:00:00,1950615.715,0,72482.76,197568,,,,,
 02/28  02:00:00,2423582.449,0,72482.76,197568,,,,,
 02/28  03:00:00,2735628.048,0,72482.76,197568,,,,,
 02/28  04:00:00,2942181.865,0,72482.76,197568,,,,,
 02/28  05:00:00,3029251.925,0,72482.76,197568,,,,,
 02/28  06:00:00,9790705.091,0,144965.52,197568,,,,,
 02/28  07:00:00,6798060.355,0,144965.52,197568,,,,,
 02/28  08:00:00,5339198.954,0,434896.56,197568,,,,,
 02/28  09:00:00,5373832.311,0,1304689.68,444528,,,,,
 02/28  10:00:00,4308983.984,0,1304689.68,444528,,,,,
 02/28  11:00:00,3585694.579,0,1304689.68,444528,,,,,
 02/28  12:00:00,2950674.19,0,1304689.68,444528,,,,,
 02/28  13:00:00,1582809.995,0,1304689.68,395136,,,,,
 02/28  14:00:00,1781614.444,0,1304689.68,444528,,,,,
 02/28  15:00:00,1279424.326,0,1304689.68,444528,,,,,
 02/28  16:00:00,861843.296,0,1304689.68,444528,,,,,
 02/28  17:00:00,771118.1939,0,1304689.68,444528,,,,,
 02/28  18:00:00,1065456.463,0,1014758.64,395136,,,,,
 02/28  19:00:00,1620068.071,0,724827.6,296352,,,,,
 02/28  20:00:00,0,0,724827.6,296352,,,,,
 02/28  21:00:00,0,0,434896.56,246960,,,,,
 02/28  22:00:00,0,0,434896.56,246960,,,,,
 02/28  23:00:00,79676.40102,0,144965.52,197568,,,,,
 02/28  24:00:00,855192.0928,0,72482.76,197568,,,,,
 03/01  01:00:00,1163540.61,0,72482.76,197568,,,,,
 03/01  02:00:00,1386124.041,0,72482.76,197568,,,,,
 03/01  03:00:00,1529889.524,0,72482.76,197568,,,,,
 03/01  04:00:00,1617858.127,0,72482.76,197568,,,,,
 03/01  05:00:00,1687242.251,0,72482.76,197568,,,,,
 03/01  06:00:00,8209820.639,0,144965.52,197568,,,,,
 03/01  07:00:00,5389114.558,0,144965.52,197568,,,,,
 03/01  08:00:00,4066185.736,0,434896.56,197568,,,,,
 03/01  09:00:00,4044828.109,0,1304689.68,444528,,,,,
 03/01  10:00:00,3185357.631,0,1304689.68,444528,,,,,
 03/01  11:00:00,2552707.107,0,1304689.68,444528,,,,,
 03/01  12:00:00,1832184.866,0,1304689.68,444528,,,,,
 03/01  13:00:00,523408.2736,0,1304689.68,395136,,,,,
 03/01  14:00:00,840121.1731,0,1304689.68,444528,,,,,
 03/01  15:00:00,666006.7166,0,1304689.68,444528,,,,,
 03/01  16:00:00,723795.1343,0,1304689.68,444528,,,,,
 03/01  17:00:00,1219882.105,0,1304689.68,444528,,,,,
 03/01  18:00:00,1661166.558,0,1014758.64,395136,,,,,
 03/01  19:00:00,1873629.132,0,724827.6,296352,,,,,
 03/01  20:00:00,0,0,724827.6,296352,,,,,
 03/01  21:00:00,0,0,434896.56,246960,,,,,
 03/01  22:00:00,0,0,434896.56,246960,,,,,
 03/01  23:00:00,155156.6318,0,144965.52,197568,,,,,
 03/01  24:00:00,1043148.188,0,72482.76,197568,,,,,
 03/02  01:00:00,1468710.771,0,72482.76,197568,,,,,
 03/02  02:00:00,1895538.129,0,72482.76,197568,,,,,
 03/02  03:00:00,2198989.977,0,72482.76,197568,,,,,
 03/02  04:00:00,2406569.427,0,72482.76,197568,,,,,
 03/02  05:00:00,2486890.035,0,72482.76,197568,,,,,
 03/02  06:00:00,9147591.458,0,144965.52,197568,,,,,
 03/02  07:00:00,6183274.082,0,144965.52,197568,,,,,
 03/02  08:00:00,4734989.768,0,434896.56,197568,,,,,
 03/02  09:00:00,4513115.742,0,1304689.68,444528,,,,,
 03/02  10:00:00,3169820.922,0,1304689.68,444528,,,,,
 03/02  11:00:00,1931188.227,0,1304689.68,444528,,,,,
 03/02  12:00:00,726985.2049,0,1304689.68,444528,,,,,
 03/02  13:00:00,0,0,1304689.68,395136,,,,,
 03/02  14:00:00,0,0,1304689.68,444528,,,,,
 03/02  15:00:00,0,0,1304689.68,444528,,,,,
 03/02  16:00:00,48573.1244,0,1304689.68,444528,,,,,
 03/02  17:00:00,841478.9781,0,1304689.68,444528,,,,,
 03/02  18:00:00,1557706.029,0,1014758.64,395136,,,,,
 03/02  19:00:00,1946172.596,0,724827.6,296352,,,,,
 03/02  20:00:00,0,0,724827.6,296352,,,,,
 03/02  21:00:00,0,0,434896.56,246960,,,,,
 03/02  22:00:00,0,0,434896.56,246960,,,,,
 03/02  23:00:00,42869.77724,0,144965.52,197568,,,,,
 03/02  24:00:00,736266.2617,0,72482.76,197568,,,,,
 03/03  01:00:00,1156574.062,0,72482.76,148176,,,,,
 03/03  02:00:00,1475479.041,0,72482.76,148176,,,,,
 03/03  03:00:00,1725098.115,0,72482.76,148176,,,,,
 03/03  04:00:00,1885843.744,0,72482.76,148176,,,,,
 03/03  05:00:00,1998316.248,0,72482.76,148176,,,,,
 03/03  06:00:00,2088412.225,0,72482.76,148176,,,,,
 03/03  07:00:00,8927628.662,0,144965.52,197568,,,,,
 03/03  08:00:00,5774858.407,0,144965.52,197568,,,,,
 03/03  09:00:00,4500588.776,0,724827.6,246960,,,,,
 03/03  10:00:00,3122939.136,0,724827.6,246960,,,,,
 03/03  11:00:00,1988392.879,0,724827.6,246960,,,,,
 03/03  12:00:00,911584.3478,0,724827.6,246960,,,,,
 03/03  13:00:00,117873.5113,0,724827.6,246960,,,,,
 03/03  14:00:00,0,0,724827.6,246960,,,,,
 03/03  15:00:00,0,0,217448.28,172872,,,,,
 03/03  16:00:00,0,0,217448.28,172872,,,,,
 03/03  17:00:00,0,0,217448.28,172872,,,,,
 03/03  18:00:00,0,0,72482.76,148176,,,,,
 03/03  19:00:00,0,0,72482.76,148176,,,,,
 03/03  20:00:00,0,0,72482.76,148176,,,,,
 03/03  21:00:00,0,0,72482.76,148176,,,,,
 03/03  22:00:00,155130.1431,0,72482.76,148176,,,,,
 03/03  23:00:00,1053739.519,0,72482.76,148176,,,,,
 03/03  24:00:00,1543683.201,0,72482.76,148176,,,,,
 03/04  01:00:00,1986748.899,0,72482.76,148176,,,,,
 03/04  02:00:00,2295848.859,0,72482.76,148176,,,,,
 03/04  03:00:00,2494864.805,0,72482.76,148176,,,,,
 03/04  04:00:00,2626737.406,0,72482.76,148176,,,,,
 03/04  05:00:00,2700178.134,0,72482.76,148176,,,,,
 03/04  06:00:00,2739284.338,0,72482.76,148176,,,,,
 03/04  07:00:00,2764692.137,0,72482.76,148176,,,,,
 03/04  08:00:00,2655345.309,0,72482.76,148176,,,,,
 03/04  09:00:00,2388232.224,0,72482.76,148176,,,,,
 03/04  10:00:00,2111407.255,0,72482.76,148176,,,,,
 03/04  11:00:00,1798398.272,0,72482.76,148176,,,,,
 03/04  12:00:00,1463637.304,0,72482.76,148176,,,,,
 03/04  13:00:00,1133034.664,0,72482.76,148176,,,,,
 03/04  14:00:00,923849.4521,0,72482.76,148176,,,,,
 03/04  15:00:00,825996.2678,0,72482.76,148176,,,,,
 03/04  16:00:00,784849.7961,0,72482.76,148176,,,,,
 03/04  17:00:00,820152.9192,0,72482.76,148176,,,,,
 03/04  18:00:00,991540.1628,0,72482.76,148176,,,,,
 03/04  19:00:00,1292676.968,0,72482.76,148176,,,,,
 03/04  20:00:00,1616497.857,0,72482.76,148176,,,,,
 03/04  21:00:00,1907496.469,0,72482.76,148176,,,,,
 03/04  22:00:00,2159710.904,0,72482.76,148176,,,,,
 03/04  23:00:00,2336767.225,0,72482.76,148176,,,,,
 03/04  24:00:00,2460490.668,0,72482.76,148176,,,,,
 03/05  01:00:00,2534896.802,0,72482.76,197568,,,,,
 03/05  02:00:00,2609112.301,0,72482.76,197568,,,,,
 03/05  03:00:00,2660891.645,0,72482.76,197568,,,,,
 03/05  04:00:00,2710194.105,0,72482.76,197568,,,,,
 03/05  05:00:00,2708155.338,0,72482.76,197568,,,,,
 03/05  06:00:00,9390523.994,0,144965.52,197568,,,,,
 03/05  07:00:00,6370713.975,0,144965.52,197568,,,,,
 03/05  08:00:00,4911379.151,0,434896.56,197568,,,,,
 03/05  09:00:00,4829094.029,0,1304689.68,444528,,,,,
 03/05  10:00:00,3408522.739,0,1304689.68,444528,,,,,
 03/05  11:00:00,2055989.242,0,1304689.68,444528,,,,,
 03/05  12:00:00,722670.6542,0,1304689.68,444528,,,,,
 03/05  13:00:00,0,0,1304689.68,395136,,,,,
 03/05  14:00:00,0,0,1304689.68,444528,,,,,
 03/05  15:00:00,0,0,1304689.68,444528,,,,,
 03/05  16:00:00,0,0,1304689.68,444528,,,,,
 03/05  17:00:00,0,0,1304689.68,444528,,,,,
 03/05  18:00:00,0,0,1014758.64,395136,,,,,
 03/05  19:00:00,100637.728,0,724827.6,296352,,,,,
 03/05  20:00:00,0,0,724827.6,296352,,,,,
 03/05  21:00:00,0,0,434896.56,246960,,,,,
 03/05  22:00:00,0,0,434896.56,246960,,,,,
 03/05  23:00:00,0,0,144965.52,197568,,,,,
 03/05  24:00:00,404799.2796,0,72482.76,197568,,,,,
 03/06  01:00:00,1218644.789,0,72482.76,197568,,,,,
 03/06  02:00:00,1664292.762,0,72482.76,197568,,,,,
 03/06  03:00:00,2067266.955,0,72482.76,197568,,,,,
 03/06  04:00:00,2348719.026,0,72482.76,197568,,,,,
 03/06  05:00:00,2505486.219,0,72482.76,197568,,,,,
 03/06  06:00:00,9263376.642,0,144965.52,197568,,,,,
 03/06  07:00:00,6398812.75,0,144965.52,197568,,,,,
 03/06  08:00:00,4964450.04,0,434896.56,197568,,,,,
 03/06  09:00:00,4845617.459,0,1304689.68,444528,,,,,
 03/06  10:00:00,3354238.924,0,1304689.68,444528,,,,,
 03/06  11:00:00,1525800.989,0,1304689.68,444528,,,,,
 03/06  12:00:00,136949.6641,0,1304689.68,444528,,,,,
 03/06  13:00:00,0,0,1304689.68,395136,,,,,
 03/06  14:00:00,0,0,1304689.68,444528,,,,,
 03/06  15:00:00,0,0,1304689.68,444528,,,,,
 03/06  16:00:00,0,0,1304689.68,444528,,,,,
 03/06  17:00:00,0,0,1304689.68,444528,,,,,
 03/06  18:00:00,0,0,1014758.64,395136,,,,,
 03/06  19:00:00,0,0,724827.6,296352,,,,,
 03/06  20:00:00,0,0,724827.6,296352,,,,,
 03/06  21:00:00,0,0,434896.56,246960,,,,,
 03/06  22:00:00,0,0,434896.56,246960,,,,,
 03/06  23:00:00,0,0,144965.52,197568,,,,,
 03/06  24:00:00,0,0,72482.76,197568,,,,,
 03/07  01:00:00,621308.909,0,72482.76,197568,,,,,
 03/07  02:00:00,1241895.694,0,72482.76,197568,,,,,
 03/07  03:00:00,1648369.745,0,72482.76,197568,,,,,
 03/07  04:00:00,2002470.405,0,72482.76,197568,,,,,
 03/07  05:00:00,2180022.078,0,72482.76,197568,,,,,
 03/07  06:00:00,8819193.231,0,144965.52,197568,,,,,
 03/07  07:00:00,5920535.11,0,144965.52,197568,,,,,
 03/07  08:00:00,4521914.23,0,434896.56,197568,,,,,
 03/07  09:00:00,4422440.182,0,1304689.68,444528,,,,,
 03/07  10:00:00,3193613.953,0,1304689.68,444528,,,,,
 03/07  11:00:00,1755765.318,0,1304689.68,444528,,,,,
 03/07  12:00:00,295671.0998,0,1304689.68,444528,,,,,
 03/07  13:00:00,0,0,1304689.68,395136,,,,,
 03/07  14:00:00,0,0,1304689.68,444528,,,,,
 03/07  15:00:00,0,0,1304689.68,444528,,,,,
 03/07  16:00:00,0,0,1304689.68,444528,,,,,
 03/07  17:00:00,0,0,1304689.68,444528,,,,,
 03/07  18:00:00,0,0,1014758.64,395136,,,,,
 03/07  19:00:00,0,0,724827.6,296352,,,,,
 03/07  20:00:00,0,0,724827.6,296352,,,,,
 03/07  21:00:00,0,0,434896.56,246960,,,,,
 03/07  22:00:00,0,0,434896.56,246960,,,,,
 03/07  23:00:00,0,0,144965.52,197568,,,,,
 03/07  24:00:00,0,0,72482.76,197568,,,,,
 03/08  01:00:00,578337.5483,0,72482.76,197568,,,,,
 03/08  02:00:00,1248623.685,0,72482.76,197568,,,,,
 03/08  03:00:00,1650112.358,0,72482.76,197568,,,,,
