0,MULTI_RES,SINGLE_RES,HOTEL,OFFICE,RETAIL,FOODSTORE,RESTAURANT,INDUSTRIAL,SCHOOL,HOSPITAL,GYM
44,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
45,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
46,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
47,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
48,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
49,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
50,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
51,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
52,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
53,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
54,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
55,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
56,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
57,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
58,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
59,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
60,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
61,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
62,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
63,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
64,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
65,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
66,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
67,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
68,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
69,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
70,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
71,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
72,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
73,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
74,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
75,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
76,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
77,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
78,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
79,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
80,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
81,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
82,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
83,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
84,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
85,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
86,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
87,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
88,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
89,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
90,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
91,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
92,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
93,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
94,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
95,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
96,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
97,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
98,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
99,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
100,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
101,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
102,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.16,0.08,0.2,0.08
103,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.16,0.08,0.68,0.4
104,0.4,0.4,0.368,0.08,0.8,0.8,0.32,0.16,0.08,0.6,0.64
105,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.16,0.08,0.6,0.8
106,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.16,0.08,0.6,0.8
107,0.8,0.8,0.32,0.08,0.8,0.8,0.392,0.16,0.08,0.6,0.64
108,0.8,0.8,0.32,0.08,0.8,0.8,0.8,0.16,0.08,0.68,0.08
109,0.4,0.4,0.32,0.08,0.8,0.8,0.752,0.16,0.08,0.6,0.64
110,0.4,0.4,0.32,0.08,0.8,0.8,0.116,0.16,0.08,0.6,0.8
111,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.16,0.08,0.6,0.8
112,0.8,0.8,0.32,0.08,0.8,0.8,0.08,0.16,0.08,0.6,0.64
113,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.16,0.08,0.68,0.4
114,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.16,0.08,0.56,0.64
115,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.16,0.08,0.4,0.64
116,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.16,0.08,0.32,0.64
117,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.16,0.08,0.24,0.4
118,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
119,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
120,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
121,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
122,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
123,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
124,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
125,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
126,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.16,0.08,0.2,0.08
127,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.16,0.08,0.68,0.4
128,0.4,0.4,0.368,0.08,0.08,0.08,0.32,0.16,0.08,0.6,0.64
129,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.16,0.08,0.6,0.8
130,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.16,0.08,0.6,0.8
131,0.8,0.8,0.32,0.08,0.08,0.08,0.392,0.16,0.08,0.6,0.64
132,0.8,0.8,0.32,0.08,0.08,0.08,0.8,0.16,0.08,0.68,0.08
133,0.4,0.4,0.32,0.08,0.08,0.08,0.752,0.16,0.08,0.6,0.64
134,0.4,0.4,0.32,0.08,0.08,0.08,0.116,0.16,0.08,0.6,0.8
135,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.16,0.08,0.6,0.8
136,0.8,0.8,0.32,0.08,0.08,0.08,0.08,0.16,0.08,0.6,0.64
137,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.16,0.08,0.68,0.4
138,0.8,0.8,0.368,0.08,0.08,0.08,0.32,0.16,0.08,0.56,0.64
139,0.8,0.8,0.368,0.08,0.08,0.08,0.368,0.16,0.08,0.4,0.64
140,0.4,0.4,0.32,0.08,0.08,0.08,0.392,0.16,0.08,0.32,0.64
141,0.4,0.4,0.464,0.08,0.08,0.08,0.728,0.16,0.08,0.24,0.4
142,0.4,0.4,0.608,0.08,0.08,0.08,0.568,0.16,0.08,0.16,0.4
143,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
144,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
145,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
146,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
147,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
148,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
149,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
150,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
151,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
152,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
153,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
154,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
155,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
156,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
157,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
158,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
159,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
160,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
161,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
162,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
163,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
164,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
165,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
166,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
167,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
168,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
169,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
170,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
171,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
172,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
173,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
174,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
175,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
176,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
177,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
178,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
179,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
180,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
181,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
182,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
183,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
184,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
185,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
186,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
187,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
188,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
189,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
190,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
191,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
192,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
193,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
194,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
195,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
196,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
197,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
198,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
199,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
200,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
201,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
202,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
203,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
204,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
205,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
206,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
207,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
208,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
209,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
210,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
211,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
212,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
213,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
214,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
215,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
216,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
217,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
218,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
219,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
220,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
221,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
222,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
223,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
224,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
225,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
226,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
227,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
228,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
229,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
230,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
231,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
232,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
233,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
234,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
235,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
236,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
237,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
238,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
239,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
240,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
241,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
242,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
243,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
244,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
245,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.4,0.08,0.16,0.08
246,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.64,0.08,0.2,0.08
247,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.8,0.16,0.68,0.4
248,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.8,0.32,0.6,0.64
249,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.64,0.64,0.6,0.8
250,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.8,0.64,0.6,0.8
251,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.4,0.32,0.6,0.64
252,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.64,0.16,0.68,0.08
253,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.8,0.32,0.6,0.64
254,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.8,0.64,0.6,0.8
255,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.64,0.64,0.6,0.8
256,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.64,0.16,0.6,0.64
257,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.64,0.08,0.68,0.4
258,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.4,0.08,0.56,0.64
259,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.4,0.08,0.4,0.64
260,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.4,0.08,0.32,0.64
261,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.4,0.08,0.24,0.4
262,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
263,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
264,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
265,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
266,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
267,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
268,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
269,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
270,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.16,0.08,0.2,0.08
271,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.16,0.08,0.68,0.4
272,0.4,0.4,0.368,0.08,0.8,0.8,0.32,0.16,0.08,0.6,0.64
273,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.16,0.08,0.6,0.8
274,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.16,0.08,0.6,0.8
275,0.8,0.8,0.32,0.08,0.8,0.8,0.392,0.16,0.08,0.6,0.64
276,0.8,0.8,0.32,0.08,0.8,0.8,0.8,0.16,0.08,0.68,0.08
277,0.4,0.4,0.32,0.08,0.8,0.8,0.752,0.16,0.08,0.6,0.64
278,0.4,0.4,0.32,0.08,0.8,0.8,0.116,0.16,0.08,0.6,0.8
279,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.16,0.08,0.6,0.8
280,0.8,0.8,0.32,0.08,0.8,0.8,0.08,0.16,0.08,0.6,0.64
281,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.16,0.08,0.68,0.4
282,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.16,0.08,0.56,0.64
283,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.16,0.08,0.4,0.64
284,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.16,0.08,0.32,0.64
285,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.16,0.08,0.24,0.4
286,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.16,0.08,0.16,0.4
287,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.16,0.08,0.16,0.08
288,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
289,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
290,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
291,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
292,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
293,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.08
294,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.16,0.08,0.2,0.08
295,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.16,0.08,0.68,0.4
296,0.4,0.4,0.368,0.08,0.08,0.08,0.32,0.16,0.08,0.6,0.64
297,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.16,0.08,0.6,0.8
298,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.16,0.08,0.6,0.8
299,0.8,0.8,0.32,0.08,0.08,0.08,0.392,0.16,0.08,0.6,0.64
