HOY,x,y,z
2337.0,156292.170072934,-73371.0621208069,100942.779915939
2338.0,119301.172072657,-100077.904794991,125505.550928773
2339.0,74179.6863753177,-118814.758510398,142760.033935886
2340.0,24004.3039176181,-128302.348169618,151533.167483534
2341.0,-27804.0603120655,-127892.031662837,151230.163880474
2342.0,-77713.4033598136,-117609.97575669,141875.017324212
2343.0,-122321.427331854,-98155.3254436695,124108.825240373
2344.0,-158587.473320163,-70852.4947612697,99146.0402236553
2345.0,-184039.785287838,-37560.8347490737,68691.6379493117
2346.0,-196943.975909974,-547.839717047898,34824.8506732774
2358.0,196875.453654779,35084.0284597644,3027.65507602662
2359.0,196321.768451574,-3040.17220758458,38059.4349011472
2360.0,182384.533955093,-39756.6511589073,71800.3514100904
2361.0,156014.832959441,-72560.0053359884,101953.01624905
2362.0,119011.225170987,-99211.7773892775,126464.823214051
2363.0,73897.0746480349,-117893.036634158,143667.860955886
2364.0,23748.4746506454,-127328.348930332,152392.590077219
2365.0,-28015.4957560139,-126872.686254596,152047.53690898
2366.0,-77865.8819245005,-116555.353841664,142659.573541225
2367.0,-122404.437325056,-97077.9434269703,124872.040998482
2368.0,-158595.279058259,-69766.4554812229,99900.846593107
2369.0,-183971.823373875,-36480.857720522,69451.5314767551
2370.0,-196804.895768874,511.751384390204,35602.9649316345
2371.0,-196220.558096517,38691.7247143227,665.596666470356
2382.0,196732.324105388,35765.9078307719,4146.38265639358
2383.0,196117.611622653,-2324.70471276873,39146.8793063331
2384.0,182133.374859988,-38997.0570533529,72846.8482728559
2385.0,155733.934924154,-71748.7950833003,102951.69700949
2386.0,118719.903194155,-98345.0267007795,127412.088550472
2387.0,73615.367223995,-116970.657644881,144563.629446
2388.0,23495.7653895621,-126354.097518801,153240.30491019
2389.0,-28221.8118943338,-125853.904919116,152853.930109798
2390.0,-78011.5960062149,-115502.46773951,143434.203851963
2391.0,-122479.505005541,-96003.7441709029,125626.637138648
2392.0,-158594.512939916,-68685.2219008149,100648.501021061
2393.0,-183895.251435354,-35407.3740278739,70205.8000736288
2394.0,-196657.76110203,1563.21250777591,36376.9345188996
2395.0,-196012.959857552,39708.384158533,1470.98450034628
2406.0,196581.229773791,36444.3426114484,5256.42390256314
2407.0,195906.63409285,-1611.24940767927,40224.3035210877
2408.0,181877.008795066,-38238.3123515668,73882.2383273773
2409.0,155449.801763044,-70937.6217865166,103938.50560357
2410.0,118427.539881814,-97477.9073796159,128347.089450569
2411.0,73334.8828073492,-116047.939728901,145447.140392342
2412.0,23246.4578579164,-125379.970585342,154076.16679123
2413.0,-28422.7833840245,-124836.113665376,153649.24376524
2414.0,-78150.3921613862,-114451.780306213,144198.842539599
2415.0,-122546.55939825,-94933.2123217655,126372.568138507
2416.0,-158585.191349898,-67609.2838915199,101388.962990023
2417.0,-183810.17209333,-34340.8618347082,70954.3927003108
2418.0,-196502.753705494,2606.09333255974,37146.6830780321
2419.0,-195798.666074721,40715.0318350487,2273.44365022073
2430.0,196422.357044213,37119.2948119794,6357.32694275213
2431.0,195689.087994226,-899.886942579949,41291.2950084981
2432.0,181615.736283793,-37480.5514985577,74906.158581654
2433.0,155162.761701882,-70126.6811089273,104913.135391578
2434.0,118134.468564606,-96610.6795088433,129269.578562776
2435.0,73055.9368836293,-115125.206147832,146318.204593531
2436.0,23000.8279737166,-124406.348971486,154900.039535529
2437.0,-28618.1928737613,-123819.74134403,154433.38593108
2438.0,-78282.1265730472,-113403.75551736,144953.430086218
2439.0,-122605.540126038,-93866.8316694421,127109.792867202
2440.0,-158567.341511908,-66539.1283744776,102122.194458456
2441.0,-183716.698302207,-33281.7942865315,71697.258901613
2442.0,-196340.064491531,3639.95045555476,37912.1330993465
2443.0,-195577.932477537,41711.2680101398,3072.85678127669
2454.0,196255.901295677,37790.7246177081,7448.64682275529
2455.0,195465.232576063,-190.701361502688,42347.4495923443
2456.0,181349.862599687,-36723.9134876271,75918.2554674952
2457.0,154873.145022958,-69316.1739227095,105875.289767795
2458.0,117841.021795431,-95743.6085015656,130179.318685065
2459.0,72778.8413809077,-114202.785066773,147176.642610997
2460.0,22759.1455638025,-123433.617477365,155711.795859071
2461.0,-28807.8312166526,-122805.219366232,155206.272286285
2462.0,-78406.6651760549,-112358.85815404,145697.912992226
2463.0,-122656.397438706,-92805.0848182713,127838.274390856
2464.0,-158541.001419395,-65475.2389952613,102848.159669724
2465.0,-183614.953187011,-32230.6392081497,72434.3486363054
2466.0,-196169.893243511,4664.34765381499,38673.2057863542
2467.0,-195351.021756451,42696.7016763862,3869.10385857724
2478.0,196082.066652387,38458.5902337538,8529.94575370175
2479.0,195235.333890475,516.21979721823,43392.3716544228
2480.0,181079.697408736,-35968.5418955205,76918.184977747
2481.0,154581.283688848,-68506.3062726425,106824.682232089
2482.0,117547.530980424,-94876.9649921052,131076.082769867
2483.0,72503.9043333602,-113281.009376764,148022.284710784
2484.0,22521.6740831273,-122462.164624057,156511.317265186
2485.0,-28991.4976759126,-121792.981418602,155967.825975986
2486.0,-78523.8837735486,-111317.553486416,146432.243590396
2487.0,-122699.092232192,-91748.4528574064,128557.979774374
2488.0,-158506.219756112,-64418.0958001133,103566.824959128
2489.0,-183505.069870741,-31187.8588044741,73165.6121065535
2490.0,-195992.448361868,5678.85614224003,39429.8209232084
2491.0,-195118.203244839,43670.9507545134,4662.06206551174
2502.0,195901.065725325,39122.8477317759,9600.79335462075
2503.0,194999.664470847,1220.78540411793,44425.6743252628
2504.0,180805.554406754,-35214.5849126785,77905.6127958319
2505.0,154287.510963611,-67697.2893341942,107761.036453145
2506.0,117254.326010002,-94011.0247212758,131959.653920415
2507.0,72231.4295475282,-112360.216511651,148854.970796999
2508.0,22288.6703391897,-121492.382411102,157298.493923449
2509.0,-29169.0001232976,-120783.463174575,156717.977447908
2510.0,-78633.6681445784,-110280.30695527,147156.379854832
2511.0,-122733.596057966,-90697.4150309478,129268.879879823
2512.0,-158463.055806577,-63368.1749138918,104278.158559326
2513.0,-183387.191292001,-30153.9093649708,73890.9995875005
2514.0,-195807.946601399,6683.05482574062,40181.8967439281
2515.0,-194879.752593998,44633.6422882629,5451.60572542211
2526.0,195713.11934534,39783.4508990975,10660.7668896627
2527.0,194758.50300347,1922.9006456212,45446.9796681202
2528.0,180527.750952104,-34462.1953685244,78880.2144175383
2529.0,153992.161031805,-66889.3393659736,108684.086323336
2530.0,116961.734890369,-93146.0684158736,132829.825378567
2531.0,71961.7162716291,-111440.748259485,149674.550337082
2532.0,22060.384221891,-120524.666069393,158073.224541172
2533.0,-29340.1552301094,-119777.102002381,157456.66428254
2534.0,-78735.9141428154,-109247.58385176,147870.285205135
2535.0,-122759.891122613,-89652.4484081406,129970.949161687
2536.0,-158411.579356535,-62325.9482200164,104982.130404389
2537.0,-183261.470013137,-29129.2409720016,74610.461257247
2538.0,-195616.612800222,7676.53054577549,40929.3498036273
2539.0,-194635.951441509,45584.4126321787,6237.60622657486
2550.0,195518.456288038,40440.3510904232,11709.4514997812
2551.0,194512.133992734,2622.46693508833,46455.9188561257
2552.0,180246.607694168,-33711.5307516861,79841.675265007
2553.0,153695.568615763,-66082.6776565364,109593.576005254
2554.0,116670.083375877,-92282.3816624279,133686.400504225
2555.0,71695.058868283,-110522.950568611,150480.882279052
2556.0,21837.0584391277,-119559.413809649,158835.416227676
2557.0,-29504.7886505498,-118774.336669908,158183.8310173
2558.0,-78830.5277862202,-108219.848995701,148573.928306058
2559.0,-122777.97027763,-88614.0275539275,130664.165459307
2560.0,-158351.870583531,-61291.8830426876,105678.711932811
2561.0,-183128.068019078,-28114.2972133361,75323.9470274892
2562.0,-195418.679600676,8658.87832102367,41672.0948519506
2563.0,-194387.087073346,46522.9076321324,7019.93195062354
2574.0,195317.312990777,41093.4970824035,12746.4404286629
2575.0,194260.847420255,3319.38182807491,47452.1323424347
2576.0,179962.448198014,-32962.7532250321,80789.69079284
2577.0,153398.068591574,-65277.5304655017,110489.259969918
2578.0,116379.69460271,-91420.2547752728,134529.192746423
2579.0,71431.7464910649,-109607.173348578,151273.834960879
2580.0,21618.9282584558,-118597.026566681,159584.984351591
2581.0,-29662.735197171,-117775.607046734,158899.428964977
2582.0,-78917.4253375307,-107197.566412682,149267.28286297
2583.0,-122787.836999384,-87582.624200189,131348.509786831
2584.0,-158284.019937697,-60266.441831719,106367.875889795
2585.0,-182987.156507104,-27109.5148990988,76031.4063751294
2586.0,-195214.387162482,9629.70158197321,42410.0447089938
2587.0,-194133.452080122,47448.7827984302,7798.4482047728
2598.0,195109.933262067,41742.8349313404,13771.3352426989
2599.0,194004.938398327,4013.53894202547,48435.2700232205
2600.0,179675.598565698,-32216.0296353973,81723.966586243
2601.0,153099.99560424,-64474.1289589561,111370.903026623
2602.0,116090.88872434,-90559.9826589863,135358.025606157
2603.0,71172.0627653156,-108693.770266013,152053.286012138
2604.0,21406.2212551937,-117637.907739654,160321.852391401
2605.0,-29813.8390081551,-116781.353803578,159603.416026723
2606.0,-78996.5333754031,-106181.199010319,149950.327413446
2607.0,-122789.505359206,-86558.7069180111,132023.966121017
2608.0,-158208.128012818,-59250.081850304,107049.59612914
2609.0,-182838.915667724,-26115.3237834776,76732.7881751664
2610.0,-195003.982868469,10588.6123991587,43143.1101439658
2611.0,-193875.344007856,48361.7034713105,8573.01715784549
2622.0,194896.567983705,42388.3078343287,14783.7460447343
2623.0,193744.706818118,4704.82788063579,49404.991393331
2624.0,179386.387054674,-31471.5315178318,82644.2184510981
2625.0,152801.683682523,-63672.7091390616,112238.280344446
2626.0,115803.982549265,-89701.8646652373,136172.732591033
2627.0,70916.2854736707,-107783.09853558,152819.122248121
2628.0,21199.1570673622,-116682.462928573,161045.951779471
2629.0,-29957.9537061099,-115792.018109483,160295.756499901
2630.0,-79067.7888560202,-105171.208253986,150623.045115336
2631.0,-122782.999983555,-85542.7407913254,132690.521187259
2632.0,-158124.305407775,-58243.2548660736,107723.847415112
2633.0,-182683.53445689,-25132.1462915182,77428.0405351968
2634.0,-194787.721023192,11535.2317047674,43871.1997568849
2635.0,-193613.065003693,49261.3449786144,9343.49778047431
2646.0,194677.474805957,43029.855994152,15783.2916813429
2647.0,193480.456993013,5393.1341631262,50360.9656944071
2648.0,179095.143693804,-30729.4350942381,83550.1724958405
2649.0,152503.465853993,-62873.5117678263,113091.177465357
2650.0,115519.289181552,-88846.2044440784,136973.157161796
2651.0,70664.6862467975,-106875.518706162,153571.239556534
2652.0,20997.9471578749,-115731.099667209,161757.221739784
2653.0,-30094.9425480767,-114808.041326989,160976.420881098
2654.0,-79131.1391649701,-104168.053842369,151285.423531639
2655.0,-122768.35600419,-84535.1870923055,133348.164244197
2656.0,-158032.672578412,-57246.4068458231,108390.605224654
2657.0,-182521.210359733,-24160.3972513404,78117.1106318933
2658.0,-194565.86254476,12469.1895073175,44594.2198636105
2659.0,-193346.921456984,50147.3927854209,10109.7457896662
2670.0,194452.917836113,43667.4164882855,16769.5999433676
2671.0,193212.497297542,6078.33915869952,51302.8720552672
2672.0,178802.199897456,-29989.9212661836,84441.5652050471
2673.0,152205.673760817,-62076.7822849456,113929.390308924
2674.0,115237.11766472,-87993.3097897097,137759.152670811
2675.0,70417.5302598448,-105971.394442401,154309.542776968
2676.0,20802.794584415,-114784.227152691,162455.609119655
2677.0,-30224.6785663972,-113829.864705622,161645.385664601
2678.0,-79186.5421591745,-103172.193383188,151937.454412581
2679.0,-122745.61899827,-83536.5029588861,133996.886867314
2680.0,-157933.35967992,-56259.9776542766,109049.845550341
2681.0,-182352.149146044,-23200.4836321481,78799.9445498108
2682.0,-194338.674650207,13390.1250991227,45312.0743845474
2683.0,-193077.223636167,51019.5426354037,10871.6135979871
2694.0,194223.167320757,44300.9231423384,17742.3077594171
2695.0,192941.139802328,6760.32002646142,52230.3996243394
2696.0,178507.888078223,-29253.17560174,85318.143504569
2697.0,151908.637276858,-61282.7707196447,114752.725168561
2698.0,114957.772629527,-87143.4924807351,138530.582292568
2699.0,70175.0759351331,-105071.092301726,155033.945573286
2700.0,20613.8937774671,-113842.255971982,163141.068215643
2701.0,-30347.0447000935,-112857.929073999,162302.633136677
2702.0,-79233.9661986437,-102184.082069463,152579.133475235
2703.0,-122714.844918293,-82547.1410748203,134636.68273191
2704.0,-157826.506399772,-55284.4007573045,109701.544704477
2705.0,-182176.564617691,-22252.8042883924,79476.4871229136
2706.0,-194106.430534746,14297.6872561924,46024.6647373316
2707.0,-192804.2853219,51877.5006836712,11628.9502676266
2718.0,193988.499322098,44930.3064083148,18701.0613820527
2719.0,192666.699905517,7438.94966108194,53143.2476939196
2720.0,178212.541258782,-28519.3883161313,86179.6648181031
2721.0,151612.684126644,-60491.7315964267,115560.998699303
2722.0,114681.553946247,-86297.0681149651,139287.318946253
2723.0,69937.5746516239,-104174.981506996,155744.370299107
2724.0,20431.4303269493,-112905.597825481,163813.560593944
2725.0,-30461.9339164001,-111892.674530859,162948.151165959
2726.0,-79273.3901678239,-101204.172356675,153210.460181087
2727.0,-122676.100011799,-81567.5493526496,135267.547395885
2728.0,-157712.261781302,-54320.1029299842,110345.679124749
2729.0,-181994.678348198,-21317.749710472,80146.6817792089
2730.0,-193869.409045256,15191.5344302692,46731.8897338542
2731.0,-192528.4234369,52720.9836208432,12381.6014696236
2742.0,193749.195388694,45555.4932480648,19645.5165663583
2743.0,192389.495961137,8114.09664449758,54041.1258160233
2744.0,177916.492683435,-27788.754246004,87025.8971150568
2745.0,151318.139506797,-59703.9238346516,116354.037897048
2746.0,114408.756382002,-85454.3559387527,140029.245210479
2747.0,69705.2704617254,-103283.433714924,156440.747856537
2748.0,20255.5807779486,-111974.665248,164473.054905496
2749.0,-30569.2493220703,-110934.540135339,163581.932990309
2750.0,-79304.8034862966,-100232.913641233,153831.437511937
2751.0,-122629.460730737,-80598.1706200298,135889.478082717
2752.0,-157590.78403797,-53367.5039699271,110982.225181863
2753.0,-181806.719414691,-20395.7017823562,80810.4703888859
2754.0,-193627.894348343,16071.3349326588,47433.6454819687
2755.0,-192249.957672942,53549.7187881086,13129.4094485111
2766.0,193505.542220947,46176.4070222841,20575.338740577
2767.0,192109.848904868,8785.62520395479,54923.75390962
2768.0,177620.075429892,-27061.4728171305,87856.6189495542
2769.0,151025.32571052,-58919.6106418495,117131.680069246
2770.0,114139.669263776,-84615.6786709222,140756.253230239
2771.0,69478.3998159845,-102396.822780381,157123.017548332
2772.0,20086.5124360194,-111049.87132733,165119.526696091
2773.0,-30668.9042640883,-109983.963596831,164203.977000471
2774.0,-79328.2061085945,-99270.7519406017,154442.071744521
2775.0,-122575.013630402,-79639.4423098094,136502.473465096
2776.0,-157462.240358402,-52427.0164162846,111611.158989589
2777.0,-181612.924122451,-19487.0335465261,81467.7931163569
2778.0,-193382.175593351,16936.7671095211,48129.8252922265
2779.0,-191969.210115512,54363.4442830124,13872.2129926745
2790.0,193257.831331715,46792.9673854668,21490.2031685379
2791.0,191828.081877687,9453.39517667825,55790.8623589993
2792.0,177323.622021841,-26337.7480053291,88671.6194904721
2793.0,150734.561755735,-58139.059400685,117893.772796998
2794.0,113874.576147682,-83781.3623213123,141468.244616136
2795.0,69257.1912962335,-101515.524516754,157791.126923681
2796.0,19924.3831825439,-110131.629420666,165752.958211744
2797.0,-30760.8224194146,-109041.380964733,164814.286520875
2798.0,-79343.6085128964,-98318.1295754949,155042.372224268
2799.0,-122512.855257883,-78691.7961542786,137106.53344963
2800.0,-157326.806702265,-51499.0452748669,112232.456217644
2801.0,-181413.535722276,-18592.1089766153,82118.5882766149
2802.0,-193132.546570673,17787.5195082875,48820.3195899941
2803.0,-191686.504866579,55161.90905572,14609.8474106832
2814.0,193006.35870242,47405.0901871691,22389.7951035547
2815.0,191544.519847889,10117.26198147,56642.1921030597
2816.0,177027.464042869,-25617.7882904256,89470.698542358
2817.0,150446.163017468,-57362.5415494964,118640.173888543
2818.0,113613.754495109,-82951.7360039701,142165.130336003
2819.0,69041.8653577486,-100639.91645251,158445.031617765
2820.0,19769.3413006272,-109220.35286913,166373.338199611
2821.0,-30844.9378733984,-108107.226318448,165412.869587944
2822.0,-79351.0316783726,-97375.4848545179,155632.35113859
2823.0,-122443.092029922,-77755.6578840263,137701.658963043
2824.0,-157184.667587069,-50583.9877497744,112846.091907843
2825.0,-181208.804120918,-17711.2827581508,82762.7921962989
2826.0,-192879.30536575,18623.291034881,49505.0158333064
2827.0,-191402.167665967,55944.8729955145,15342.1445138769
2838.0,192751.42443503,48012.6873799624,23273.8099335041
2839.0,191259.48923194,10777.0765975317,57477.494715309
2840.0,176731.931752306,-24901.8066030617,90253.6665571099
2841.0,150160.440865107,-56590.3324563384,119370.75132409
2842.0,113357.475356325,-82127.1317450348,142846.830598981
2843.0,68832.6340809695,-99770.3775840913,159084.695185311
2844.0,19621.5253119969,-108316.454710655,166980.661704717
2845.0,-30921.1951864975,-107181.931457943,165999.73872625
2846.0,-79350.507050964,-96443.251761663,156212.023290115
2847.0,-122365.840100132,-76831.4469318098,138287.851740322
2848.0,-157036.015865992,-49682.232981969,113452.040293955
2849.0,-180998.985584815,-16844.9000777632,83400.3390798746
2850.0,-192622.754009128,19443.7911014077,50183.7984367824
2851.0,-191116.52551183,56712.1070072938,16068.9326054697
2862.0,192493.332400289,48615.6669344458,24141.9533168063
2863.0,190973.317514686,11432.6855507693,58296.5324743424
2864.0,176437.353703536,-24190.0202641741,91020.3446363066
2865.0,149877.702305089,-55822.7112864544,120085.383192028
2866.0,113106.00306214,-81307.8842853762,143513.274732141
2867.0,68629.7009333325,-98907.2881253516,159710.088928314
2868.0,19481.0638253734,-107420.347391481,167574.929862808
2869.0,-30989.5494489646,-106265.925595221,166574.910722897
2870.0,-79342.0764973886,-95521.8596470315,156781.405870261
2871.0,-122281.225215523,-75919.5761418503,138865.114115218
2872.0,-156881.052496823,-48794.1617951973,114050.27462568
2873.0,-180784.342437393,-15993.2964212514,84031.1608813147
2874.0,-192363.198122962,20248.739764023,50856.5487019617
2875.0,-190829.906280707,57463.3930778292,16790.0364764235
2886.0,192232.389882589,49213.9327616631,24993.9413090219
2887.0,190686.332869383,12083.930907875,59099.0784246308
2888.0,176144.056365357,-23482.6509169776,91770.5645240853
2889.0,149598.249629649,-55059.9608631343,120783.957616462
2890.0,112859.594924202,-80494.3308780343,144164.401049782
2891.0,68433.2605417352,-98051.0292536462,160321.191718149
2892.0,19348.0753967418,-106532.442476533,168156.149689585
2893.0,-31049.966323177,-105359.635047043,167138.406400455
2894.0,-79325.7922471917,-94611.7329211745,157340.518233568
2895.0,-122189.382562293,-75020.4514849752,139433.448813533
2896.0,-156719.986302151,-47920.1464496554,114640.76699716
2897.0,-180565.14275018,-15156.7973808521,84655.187181667
2898.0,-192100.94656435,21037.8678506613,51523.14475436
2899.0,-190542.638347647,58198.5243315908,17505.2774083401
2910.0,191968.907221875,49807.3846432688,25829.5004798119
2911.0,190398.863778043,12730.6502784166,59884.9164274188
2912.0,175852.363746917,-22779.9244513047,92504.1685904735
2913.0,149322.380072175,-54302.3675219129,121466.372676128
2914.0,112618.500944494,-79686.8110805371,144800.156715488
2915.0,68243.4984761488,-97201.9828527943,160917.989812267
2916.0,19222.6684019585,-105653.150358934,168724.333866639
2917.0,-31102.4220732972,-104463.482929229,167690.250388832
2918.0,-79301.7168226696,-93713.2907534426,157889.381673176
2919.0,-122090.45660088,-74134.4717799893,139992.858749618
2920.0,-156553.033720927,-47060.5504037876,115223.488180435
2921.0,-180341.660028025,-14335.7184720825,85272.3450728635
2922.0,-191836.311065913,21810.9170783481,52183.4614875608
2923.0,-190255.050206909,58917.3050759321,18214.4731835957
2934.0,191703.197452982,50395.9181697599,26648.3680200061
2935.0,190111.238652595,13372.6768251816,60653.8412015704
2936.0,175562.597026795,-22082.0709201647,93221.0098051072
2937.0,149050.385469743,-53550.2209580829,122132.5363147
2938.0,112382.96353456,-78885.6665421758,145420.497597094
2939.0,68060.5910448604,-96360.5312530763,161500.476665703
2940.0,19104.9409220752,-104782.87996894,169279.500524366
2941.0,-31146.9035820003,-103577.888852863,168230.470896439
2942.0,-79269.9229565303,-92826.9467747041,158428.019197843
2943.0,-121984.600890263,-73262.0284216798,140543.346826465
2944.0,-156380.418551551,-46215.7280845929,115798.407464233
2945.0,-180114.172888696,-13530.364960449,85882.5590481444
2946.0,-191569.605873985,22567.6401598506,52837.370514641
2947.0,-189967.470093697,59619.5508354627,18917.4381029279
2958.0,191435.5759428,50979.4246870817,27450.2918385681
2959.0,189823.785457328,14009.8392829846,61405.6583542205
2960.0,175275.07418674,-21389.3244484107,93920.9517012768
2961.0,148782.55193339,-52803.814067515,122782.366242516
2962.0,112153.217245001,-78091.2407863324,146025.388114693
2963.0,67884.7051018072,-95527.0569684595,162068.652737614
2964.0,18994.9806417599,-103922.038482552,169821.673022174
2965.0,-31183.4083540054,-102703.268622762,168759.099480971
2966.0,-79230.4934971735,-91953.1087848061,158956.455310893
2967.0,-121871.977901554,-72403.5051158038,141084.915739809
2968.0,-156202.371686653,-45386.0246667845,116365.492498467
2969.0,-179882.96473715,-12741.0316983662,86485.7508994088
2970.0,-191301.147384853,23307.8008994044,53484.7401271861
2971.0,-189680.225607428,60305.0883754633,19613.9830106729
2982.0,191166.36002567,51557.791251879,28235.0306492444
2983.0,189536.831333101,14641.9619861388,62140.1844011104
2984.0,174990.109650594,-20701.9231334146,94603.8683302711
2985.0,148519.159526626,-52063.442780789,123415.789829811
2986.0,111929.488505724,-77303.8789879763,146614.801081812
2987.0,67715.9978664299,-94701.9424312465,162622.525293093
2988.0,18892.8647611406,-103071.031030077,170350.87972627
2989.0,-31211.9445062021,-101840.033938496,169276.170820195
2990.0,-79183.5213015039,-91092.1784651285,159474.715791474
2991.0,-121752.758820923,-71559.2776214422,141617.567786598
2992.0,-156019.130839748,-44571.7758611433,116924.70914479
2993.0,-179648.323434786,-11968.0029725439,87081.8396218168
2994.0,-191031.253779415,24031.1742773208,54125.4352621545
2995.0,-189393.643337009,60973.7557141999,20303.9153278085
3006.0,190895.868637421,52130.9005956485,29002.354046719
3007.0,189250.702223797,15268.8649047396,62857.246776491
3008.0,174708.013928913,-20020.1089376862,95269.6442060013
3009.0,148260.481952702,-51329.405890676,124032.743991507
3010.0,111711.995377402,-76523.9277464321,147188.71753996
3011.0,67554.6167564377,-93885.5697243581,163162.108200475
3012.0,18798.6599213674,-102230.260404923,170867.153785338
3013.0,-31232.5307441909,-100988.592098309,169781.722483059
3014.0,-79129.109115231,-90244.55109658,159982.827478472
3015.0,-121627.123341945,-70729.7135010395,142141.304678211
3016.0,-155830.940263972,-43773.3077123613,117476.02133357
3017.0,-179410.540963997,-11211.5523621144,87670.7413259273
3018.0,-190760.244656698,24737.5465232739,54759.3174768057
3019.0,-189108.048488577,61625.4021240604,20987.0390929666
3030.0,190624.421948454,52698.6310980134,29752.0425721194
3031.0,188965.722505465,15890.3636899193,63556.6838325414
3032.0,174429.093269745,-19344.1275733869,95918.1742399171
3033.0,148006.786251107,-50602.0048729976,124633.175063673
3034.0,111500.947314584,-75751.7348535761,147747.126586692
3035.0,67400.6992338444,-93078.3203114639,163687.421724412
3036.0,18712.4221441645,-101400.126772891,171370.532904406
3037.0,-31245.1963250887,-100149.345706237,170275.794701476
3038.0,-79067.3694406288,-89410.6152833477,160480.818057462
3039.0,-121495.25944747,-69915.1718784513,142656.127358759
3040.0,-155638.050463138,-42990.9364066923,118019.390927548
3041.0,-179169.913088346,-10471.9426077266,88252.3691576327
3042.0,-190488.440666603,25426.7151781276,55386.2449319006
3043.0,-188823.764516165,62259.8881214135,21663.1550115118
3054.0,190352.340996272,53260.8567693176,30483.8877677546
3055.0,188682.214618625,16506.2697281727,64238.34482824
3056.0,174153.64931606,-18674.2283787211,96549.3636662515
3057.0,147758.332503727,-49881.5437009521,125217.038671772
3058.0,111296.544940848,-74987.6490576024,148290.025197394
3059.0,67254.3726645917,-92280.5747651781,164198.492314944
3060.0,18634.1967855725,-100581.027382237,171861.059117213
3061.0,-31249.9810065036,-99322.6923827308,170758.430143108
3062.0,-78998.4243917828,-88590.7526827284,160968.715851011
3063.0,-121357.36318115,-69116.0032053027,143162.035828787
3064.0,-155440.717895332,-42224.9680896173,118554.777592531
3065.0,-178926.739008709,-9749.42549180278,88826.6332261284
3066.0,-190216.163142324,26098.4891441498,56006.0723833196
3067.0,-188541.112755744,62877.0854451674,22332.0605127933
3078.0,190079.94731787,53817.4472427011,31197.6922209797
3079.0,188400.498704153,17116.3902048248,64902.0899076652
3080.0,173881.978770247,-18010.6641862073,97163.1279576517
3081.0,147515.373551097,-49168.328652998,125784.299590812
3082.0,111098.979836354,-74232.0198225249,148817.418041
3083.0,67115.7541920332,-91492.7124935397,164695.352392862
3084.0,18564.0185040671,-99773.3562747873,172338.778557367
3085.0,-31246.9349816129,-98509.0244790845,171229.673685474
3086.0,-78922.4055373724,-87785.3377413322,161446.549612665
3087.0,-121213.638408808,-68332.5490359209,143659.028974695
3088.0,-155239.204669348,-41475.6986938021,119082.138675325
3089.0,-178681.321015728,-9044.24173012976,89393.4405401279
3090.0,-189943.733732813,26752.688723552,56618.6511822664
3091.0,-188260.412063063,63476.8770240142,22993.5498156272
3102.0,189807.562582385,54368.2677757796,31893.2695971282
3103.0,188120.892243186,17720.5281767054,65547.7900677518
3104.0,173614.373066115,-17353.6911828742,97759.392731284
3105.0,147278.15471911,-48462.6681143943,126334.931597591
3106.0,110908.4343381,-73485.197083609,149329.317289856
3107.0,66984.9506245081,-90715.1114650559,165178.040131595
3108.0,18501.9112431776,-98977.5039983695,172803.741228604
3109.0,-31236.118800331,-97708.7287959442,171689.572191709
3110.0,-78839.4537310913,-86994.7374379328,161914.348324935
3111.0,-121064.296569828,-67565.1418110967,144147.104404144
3112.0,-155033.778234227,-40743.4137775166,119601.429089182
3113.0,-178433.964138943,-8356.62087491949,89952.6949524869
3114.0,-189671.474035718,27389.1456452705,57223.8292841387
3115.0,-187981.978455727,64059.1569323765,23647.4140020384
3126.0,189535.508224419,54913.1792620363,32570.4446614808
3127.0,187843.709701461,18318.4826540286,66175.3271155299
3128.0,173351.118048781,-16703.5687624448,98338.0936455234
3129.0,147046.913556543,-47764.8723725557,126868.917315188
3130.0,110725.081353185,-72747.5309989234,149825.742423961
3131.0,66862.0583371931,-89948.1479324935,165646.599235928
3132.0,18447.8882286836,-98193.8573208315,173256.000774456
3133.0,-31217.6032765949,-96922.1863061914,172138.174288253
3134.0,-78749.7189298337,-86219.3110332246,162372.141001553
3135.0,-120909.556418814,-66814.1046508947,144626.258287716
3136.0,-154824.711062232,-40028.3883736942,120112.601206955
3137.0,-178184.975792968,-7686.78122943355,90504.297113399
3138.0,-189399.705231184,28007.7030799786,57821.451266157
3139.0,-187706.124759888,64623.8303351149,24293.4410992661
3149.0,178059.966450606,91073.4893287962,517.580029197548
3150.0,189264.105078421,55452.0382519661,33229.0532902573
3151.0,187569.262178474,18910.0486914599,66784.5936149172
3152.0,173092.493662825,-16060.5593696014,98899.1762873704
3153.0,146821.879583701,-47075.2534063751,127386.248049916
3154.0,110549.084185275,-72019.3716972328,150306.720029854
3155.0,66747.1631883615,-89192.1961557164,166101.078717829
3156.0,18401.9519804209,-97422.7989459234,173695.614247604
3157.0,-31191.4693818415,-96149.7718824426,172575.530144792
3158.0,-78653.359999829,-85459.409826726,162819.956494298
3159.0,-120749.643757777,-66079.7511567084,145096.485207042
3160.0,-154612.280325583,-39330.886849771,120615.604762128
3161.0,-177934.665421086,-7034.92977424995,91048.1444322589
3162.0,-189128.74771692,28608.2156433351,58411.3583537819
3163.0,-187433.160261974,65170.8134210934,24931.4161700098
3173.0,177809.111642966,91555.8226551901,1204.6388134176
3174.0,188993.673014539,55984.69698401,33868.9424706764
