HOY,x,y,z
1309.0,-17958.0314809969,-167042.171158451,108510.009492204
1310.0,-68200.0217255485,-158651.683494288,100888.058565238
1311.0,-113797.63654144,-140959.969595913,84737.1517641564
1312.0,-151642.26575501,-115169.7141874,61160.1191192396
1313.0,-179153.505328352,-83035.7540545452,31766.0994954863
1328.0,185231.030040651,-71939.9979707179,22673.8219551212
1329.0,161233.766934987,-105529.286175159,53546.6353687683
1330.0,126243.723326647,-133395.564461528,79171.6218263559
1331.0,82645.0746406955,-153636.332176218,97804.2385230451
1332.0,33409.0252088308,-164868.723807668,108176.434331266
1333.0,-18108.6765098897,-166323.820458986,109583.130923455
1334.0,-68396.4539497738,-157899.11898081,101930.335583577
1335.0,-114026.261184153,-140165.57834715,85741.6025449277
1336.0,-151887.268986584,-114328.758863663,62122.3986698152
1337.0,-179397.948017621,-82146.6991139828,32684.7987869561
1352.0,185373.514982969,-71220.304845102,23755.5913550808
1353.0,161319.008607504,-104831.566280789,54649.0637889478
1354.0,126265.851997111,-132708.051626805,80283.9190178261
1355.0,82602.5846560765,-152946.541690682,98914.9553555795
1356.0,33304.8774239926,-164164.315542319,109274.254251836
1357.0,-18267.2610126051,-165593.451675608,110657.651959797
1358.0,-68598.4944815738,-157133.22789987,102972.788855255
1359.0,-114257.777708038,-139357.044350287,86745.457651526
1360.0,-152132.249380044,-113473.393751321,63083.8141612074
1361.0,-179639.455421065,-81243.535530002,33602.8866410075
1362.0,-194903.433790667,-44861.4820285728,314.526321536109
1376.0,185506.193855683,-70498.6093916338,24847.4971581361
1377.0,161393.385264982,-104129.8398677,55759.7672326216
1378.0,126276.804428783,-132014.394751583,81402.5075880857
1379.0,82549.3761523755,-152248.484205642,100029.993271709
1380.0,33191.2060993688,-163449.678735921,110374.572972191
1381.0,-18433.5192126991,-164851.189939882,111733.121968555
1382.0,-68805.831432891,-156354.191822623,104015.019397792
1383.0,-114491.849618929,-138534.61251909,87748.3760819658
1384.0,-152376.869037348,-112603.929645658,64044.0849004075
1385.0,-179877.711535867,-80326.6379790793,34520.1408397689
1386.0,-195118.860046458,-43900.0119884047,1191.38641448359
1400.0,185628.939559585,-69774.9616006935,25949.0179314326
1401.0,161456.856333846,-103424.140606813,56878.2092064594
1402.0,126276.629371399,-131314.628352045,82526.8517233182
1403.0,82485.5838415543,-151542.212192251,101148.832826666
1404.0,33068.2226210651,-162724.899689563,111476.901973931
1405.0,-18607.1776245642,-164097.168928501,112809.095779103
1406.0,-69018.1480748904,-155562.202083768,105056.634817424
1407.0,-114728.138782533,-137698.538156466,88750.0240060141
1408.0,-152620.791732326,-111720.687720697,65002.9373660331
1409.0,-180112.405225923,-79396.3908708073,35436.3457543658
1410.0,-195328.104288398,-42926.1553971944,2068.05655543829
1424.0,185741.636722752,-69049.4092570097,27059.6280242605
1425.0,161509.393725461,-102714.502323479,58003.8511727796
1426.0,126265.387955739,-130608.789522077,83656.415796785
1427.0,82411.3538587959,-150827.783018308,102270.956898537
1428.0,32936.1480531868,-161990.0716554,112580.756954717
1429.0,-18787.9554964228,-163331.530917232,113885.133957413
1430.0,-69235.123324292,-154757.459744899,106097.249500522
1431.0,-114966.305920636,-136849.086822013,89750.0748687371
1432.0,-152863.683382599,-110823.999302385,65960.1052252753
1433.0,-180343.230637023,-78453.188034597,36351.2922825245
1434.0,-195530.909976434,-41940.3610187035,2944.37793237462
1448.0,185844.181791634,-68321.9981877119,28178.7980197258
1449.0,161550.981797162,-102000.959250617,59136.1530058139
1450.0,126243.153527307,-129896.918166369,84790.6648066896
1451.0,82326.8434803057,-150105.259137636,103395.851085972
1452.0,32795.2127591911,-161245.294961594,113685.658166841
1453.0,-18975.5652593539,-162554.426825156,114960.803070582
1454.0,-69456.4322318746,-153940.175547351,107136.484794256
1455.0,-115206.011105468,-135986.53418905,90748.2094832576
1456.0,-153105.212515799,-109914.205631988,66915.3293407513
1457.0,-180569.887602846,-77497.4323980754,37264.7777774324
1458.0,-195727.028942366,-40943.0853354559,3820.19693310133
1472.0,185936.483107213,-67592.7725119084,29305.9951865577
1473.0,161581.617298577,-101283.546280448,60274.573445463
1474.0,126210.011466543,-129179.057229371,85929.0648089816
1475.0,82232.2208298121,-149374.708272858,104523.004098599
1476.0,32645.6560149024,-160490.677128734,114791.130746749
1477.0,-19169.7129811141,-161766.016249118,116035.675941116
1478.0,-69681.7464718977,-153110.569854687,108173.969176504
1479.0,-115446.914251047,-135111.165891517,91744.1161129494
1480.0,-153345.05072904,-108991.657620325,67868.3577676807
1481.0,-180792.082040967,-76529.5356579635,38176.6059684314
1482.0,-195916.221695188,-39934.792151308,4695.36500326268
1496.0,186018.460966368,-66861.7748909257,30440.6839302106
1497.0,161601.30930367,-100562.299214053,61418.5705476993
1498.0,126166.058996271,-128455.252919406,87071.0833443618
1499.0,82127.6645747225,-148636.203591087,105651.908139564
1500.0,32487.7256143183,-159726.332977441,115896.70503508
1501.0,-19370.0988235419,-160966.467488295,117109.331890785
1502.0,-69910.7348312258,-152268.872584996,109209.338415046
1503.0,-115688.675600375,-134223.277361119,92737.4905433141
1504.0,-153582.873140681,-108056.715593433,68818.945741805
1505.0,-181009.526338132,-75549.9179442172,39086.5868741061
1506.0,-196098.257713395,-38915.9521896216,5569.73849887517
1520.0,186090.047668594,-66129.0467784173,31582.3262423517
1521.0,161610.079128967,-99837.2550079938,62567.6021307983
1522.0,126111.404977127,-127725.554927315,88216.1898588028
1523.0,82013.363612876,-147889.823872034,106782.059279642
1524.0,32321.6774692884,-158952.384726881,117001.916886899
1525.0,-19576.4175023643,-160155.957558832,118181.356973877
1526.0,-70143.0636969793,-151415.323133184,110242.235716058
1527.0,-115930.956207385,-133323.17365512,93728.0361437711
1528.0,-153818.358833424,-107109.74903024,69766.8556584775
1529.0,-181221.939724077,-74559.0074781422,39994.5367083704
1530.0,-196272.915723862,-37887.0426878586,6443.17853410113
1544.0,186151.187548244,-65394.6286695626,32730.3821479164
1545.0,161607.96023841,-99108.4520173,63721.1262166242
1546.0,126046.169691655,-126990.016639036,89363.8561168876
1547.0,81889.5167508109,-147135.653668109,107912.95782239
1548.0,32147.7752041455,-158168.962083934,118106.307971737
1549.0,-19788.358748288,-159334.672198534,119251.344199697
1550.0,-70378.3975415945,-150550.170283431,111272.311861969
1551.0,-116173.418412603,-132411.169275194,94715.463919605
1552.0,-154051.191287898,-106151.136292849,70711.8570433303
1553.0,-181429.048633226,-73557.2402252565,40900.2777800639
1554.0,-196439.983966842,-36848.5469894763,7315.5508248745
1568.0,186201.836992483,-64658.5603486063,33884.3101489509
1569.0,161594.99813532,-98375.93023412,64878.6014662569
1570.0,125970.48461779,-126248.695341559,90513.5566073585
1571.0,81756.33237444,-146373.78345611,109044.108659863
1572.0,31966.2897462898,-157376.202322812,119209.42606315
1573.0,-20005.6077682817,-158502.805861584,120318.893744194
1574.0,-70616.3994042315,-149673.672112015,112299.225338766
1575.0,-116415.726311566,-131487.587977707,95699.4925543249
1576.0,-154281.058805874,-105181.264349986,71653.7265149328
1577.0,-181630.587053665,-72545.0595435827,41803.6383866178
1578.0,-196599.260446764,-35800.9541339058,8186.72552900906
1591.0,198215.383604915,-26646.6068772005,787.428909974225
1592.0,186241.964445157,-63920.8811340647,35043.5676644619
1593.0,161571.250241899,-97639.7315214478,66039.4876092265
1594.0,125884.492192404,-125501.652421731,91664.7689402836
1595.0,81614.0281129887,-145604.309780131,110175.021618441
1596.0,31777.4989137205,-156574.250354943,120310.825317493
1597.0,-20227.8457060351,-157660.56170329,121383.613150606
1598.0,-70856.7313675172,-148786.095880726,113322.64245279
1599.0,-116657.546215055,-130552.762575835,96679.8484426821
1600.0,-154507.654922376,-104200.528494178,72592.2477398369
1601.0,-181826.296862829,-71522.9158280588,42704.4527022996
1602.0,-196750.553168487,-34744.7584453669,9056.57708339132
1615.0,198306.962604827,-25895.6208921353,1940.46413487742
1616.0,186271.550396776,-63181.6301209255,36207.6114656032
1617.0,161536.785766748,-96899.8998412981,67203.2458657625
1618.0,125788.345565572,-124748.953557457,92816.9742352965
1619.0,81462.8304970232,-144827.335385371,111305.211794357
1620.0,31581.6870004244,-155763.258788947,121410.066541678
1621.0,-20454.7501006305,-156808.151554909,122445.117519048
1622.0,-71099.0550286905,-147887.717921058,114342.237437129
1623.0,-116898.547100321,-129607.034733908,97656.2657145849
1624.0,-154730.678805973,-103209.332053189,73527.2113803953
1625.0,-182015.928149394,-70491.2661517244,43602.5606615185
1626.0,-196893.680358741,-33680.4591212714,9924.9840387985
1639.0,198388.805574772,-25145.0689017582,3099.56973484393
1640.0,186290.587360858,-62440.8464192509,37375.8981055177
1641.0,161491.685560833,-96156.4814768225,68369.3393614301
1642.0,125682.208346205,-123990.668900836,93969.657500411
1643.0,81302.974611347,-144042.969342533,112434.199878564
1644.0,31379.1443605083,-154943.387980594,122506.717449688
1645.0,-20685.995342502,-155945.795888587,123503.029684964
1646.0,-71343.0319642754,-146978.823509411,115357.692547717
1647.0,-117138.401052496,-128650.754754351,98628.4862501728
1648.0,-154949.835646616,-102208.086096239,74458.4150357131
1649.0,-182199.239520932,-69450.5739042905,44497.8078376749
1650.0,-197028.470672527,-32608.5598208782,10791.8288928836
1663.0,198460.828856874,-24394.9979800154,4264.20953957824
1664.0,186299.079836851,-61698.569388626,38547.8843432344
1665.0,161436.041962347,-95409.5252478657,69537.2335336138
1666.0,125566.25433964,-123226.873252887,95122.3080009606
1667.0,81134.7037435061,-143251.327162582,113561.51247061
1668.0,31170.166991885,-154114.806072631,123600.352907641
1669.0,-20921.2531258718,-155073.723772466,124556.980386424
1670.0,-71588.3241874785,-146059.706733528,116368.69814922
1671.0,-117376.783695507,-127684.281357589,99596.2596862662
1672.0,-155164.837030453,-101197.209135491,75385.6631761016
1673.0,-182375.998396923,-68401.3084286977,45390.045317972
1674.0,-197154.763384286,-31529.5682548503,11656.9979218063
1687.0,198522.960520138,-23645.4533744055,5433.84587917396
1688.0,186297.044259875,-60954.8388679485,39723.0275610588
1689.0,161369.958630877,-94659.082719535,70706.3965293477
1690.0,125440.6672778,-122457.646229492,96274.4196182599
1691.0,80958.2690286006,-142452.530901645,114686.68238121
1692.0,30955.0561202746,-153277.689024428,124690.555167268
1693.0,-21160.1928968754,-154192.17281605,125606.608420228
1694.0,-71834.594597578,-145130.670350389,117374.952790824
1695.0,-117613.374611821,-126707.981455294,100559.343414445
1696.0,-155375.401301113,-100177.126823277,76308.767071361
1697.0,-182545.981286796,-67343.9446561986,46279.1295746093
1698.0,-197272.408563671,-30443.9957763191,12520.3810109587
1711.0,198575.140414666,-22896.4787316954,6607.93999554779
1712.0,186284.508937532,-60209.6954001076,40900.7861749503
1713.0,161293.550371311,-93905.2084033821,71876.2995940571
1714.0,125305.64054243,-121683.072418281,97425.4911976262
1715.0,80773.9290910401,-141646.709255875,115809.248923293
1716.0,30734.117784218,-152432.22063137,125776.914087662
1717.0,-21402.4822966703,-153301.389105917,126651.560786818
1718.0,-72081.507420653,-144192.025635782,118376.163272072
1719.0,-117847.857750475,-125722.229917295,101517.502570969
1720.0,-155581.253907011,-99148.2716455135,77227.5447132017
1721.0,-182708.974052708,-66278.9627404699,47164.9223327475
1722.0,-197381.267235838,-29352.3569739756,13381.8714852167
1735.0,198617.320211267,-22148.1163207971,7785.95244883998
1736.0,186261.513974034,-59463.1804511515,42080.6200374314
1737.0,161206.942947857,-93147.9599508757,73046.4174507985
1738.0,125161.376881963,-120903.241526218,98575.0268854348
1739.0,80581.9496838471,-140833.997646135,116928.758191295
1740.0,30507.6624217405,-151578.592534012,126859.027345196
1741.0,-21647.7875989112,-152401.627131897,127691.492824004
1742.0,-72328.7286410593,-143244.092225786,119372.044698826
1743.0,-118079.921822888,-124727.409332485,102470.510018772
1744.0,-155782.127734312,-98111.082611708,78141.8207321102
1745.0,-182864.772156833,-65206.8476912513,48047.2904355648
1746.0,-197481.211526165,-28255.1692677242,14241.3659390614
1759.0,198649.463426546,-21400.4072524027,8967.34351837304
1760.0,186228.111181896,-58715.3366235904,43261.9908326233
1761.0,161110.272888564,-92387.3983388675,74216.2286696638
1762.0,125008.088122464,-120118.24851768,99722.5364549616
1763.0,80382.6033260495,-140014.538292422,118044.763328523
1764.0,30276.0044592387,-150717.004216979,127936.500631537
1765.0,-21895.7741410106,-151493.149703822,128726.068329539
1766.0,-72575.9264231418,-142287.197950398,120362.320529503
1767.0,-118309.260686015,-123723.909764076,103418.146321713
1768.0,-155977.763425217,-97066.0049419532,79051.4263089268
1769.0,-183013.180892973,-64128.0890079242,48926.1057067446
1770.0,-197572.124789369,-27152.95250733,15098.7640669262
1783.0,198671.545433613,-20653.391695059,10151.5735977478
1784.0,186184.36398144,-57966.2078635413,44444.3624630568
1785.0,161003.687280702,-91623.5880468182,75385.2160270486
1786.0,124845.994873113,-119328.193742854,100867.535620787
1787.0,80176.1689386565,-139188.48027795,119156.824782447
1788.0,30039.4619031038,-149847.662997672,129008.947839706
1789.0,-22146.1067487055,-150576.227858986,129754.959672583
1790.0,-72822.7715227431,-141321.678659514,121346.72261171
1791.0,-118535.573712499,-122712.12849945,104360.199711303
1792.0,-156167.909681346,-96013.4897512767,79956.1990813753
1793.0,-183154.015602379,-63043.1803134294,49801.2448106676
1794.0,-197653.901723031,-26046.228574461,15953.9684940582
1807.0,198683.553458527,-19907.109087374,11338.1035837667
1808.0,186130.347288364,-57215.8396614633,45627.2014279499
1809.0,160887.343557342,-90856.5972255964,76552.8668545303
1810.0,124675.326226624,-118533.183056382,102009.546341542
1811.0,79962.9314796657,-138355.979602865,120264.510547833
1812.0,29798.35593453,-148970.78400481,130075.991238166
1813.0,-22398.4501534933,-149651.140760466,130777.847894101
1814.0,-73068.9376881409,-140347.878041477,122324.991209407
1815.0,-118758.566147528,-121692.469794925,105296.466046086
1816.0,-156352.323551996,-94953.9937316529,80855.9830457908
1817.0,-183287.101873673,-61952.6189888892,50672.5891105562
1818.0,-197726.448465552,-24935.5209885119,16806.8846081302
1831.0,198685.486562658,-19161.5983461395,12526.3952588571
1832.0,186066.147389622,-56464.2792462853,46809.9771926978
1833.0,160761.409275449,-90086.497857703,77718.6733771597
1834.0,124496.319454977,-117733.327926127,103148.097110918
1835.0,79743.1815784909,-137517.199227592,121367.396397627
1836.0,29553.010507898,-148086.5901469,131137.261632932
1837.0,-22652.4694025926,-148718.175586437,131794.422796286
1838.0,-73314.1020501004,-139366.147434436,123296.875020701
1839.0,-118977.949452151,-120665.344615699,106226.74876384
1840.0,-156530.770707167,-93887.9788319941,81750.6284542413
1841.0,-183412.27572687,-60856.9058092279,51540.0245248027
1842.0,-197789.682678611,-23821.3545164777,17657.4203918506
1855.0,198677.355611108,-18416.8980701508,13715.911666782
1856.0,185991.861807848,-55711.575772773,47992.1625493694
1857.0,160626.061885793,-89313.3659088265,78882.1330409958
1858.0,124309.219700784,-116928.74553206,104282.723236791
1859.0,79517.2151701557,-136672.309105845,122465.06610156
1860.0,29303.751953068,-147195.312070736,132192.398517735
1861.0,-22907.8302611148,-147777.627410659,132804.38302106
1862.0,-73557.9455008138,-138376.845630706,124262.131186436
1863.0,-119193.441632921,-119631.170371209,107150.85882677
1864.0,-156703.025695249,-92815.9119363934,82639.9917072218
1865.0,-183529.383781472,-59756.5445800951,52403.4413816529
1866.0,-197843.53361422,-22704.2547871829,18505.4862567167
1879.0,198659.183227383,-17673.0467395827,14906.1174814164
1880.0,185907.599154568,-54957.7805020185,49173.2339680486
