Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly) 
 07/27  23:00:00,16.17,20134.12,6860.01,0.0,0.0
 07/27  24:00:00,15.11,20134.12,6860.01,23619468.13,0.0
 07/28  01:00:00,15.0,0.0,0.0,68853621.43,0.0
 07/28  02:00:00,15.0,0.0,0.0,77938804.94,0.0
 07/28  03:00:00,15.0,0.0,0.0,81680044.16,0.0
 07/28  04:00:00,15.0,0.0,0.0,84830476.29,0.0
 07/28  05:00:00,15.0,0.0,0.0,80148729.98,0.0
 07/28  06:00:00,21.92,0.0,0.0,482912876.12,0.0
 07/28  07:00:00,22.0,40268.23,13720.01,214975365.96,0.0
 07/28  08:00:00,22.0,80536.46,27440.02,196931918.04,0.0
 07/28  09:00:00,22.0,382548.21,130340.1,175126314.6,0.0
 07/28  10:00:00,22.0,382548.21,130340.1,153348018.76,0.0
 07/28  11:00:00,22.0,382548.21,130340.1,129559473.75,0.0
 07/28  12:00:00,22.0,382548.21,130340.1,105119349.11,0.0
 07/28  13:00:00,22.0,201341.16,68600.05,81182317.84,0.0
 07/28  14:00:00,22.0,382548.21,130340.1,65105819.66,0.0
 07/28  15:00:00,22.0,382548.21,130340.1,52836447.86,0.0
 07/28  16:00:00,22.0,382548.21,130340.1,41206100.14,0.0
 07/28  17:00:00,22.0,382548.21,130340.1,39836871.68,0.0
 07/28  18:00:00,22.0,120804.7,41160.03,43194769.64,0.0
 07/28  19:00:00,22.0,40268.23,13720.01,46895853.94,0.0
 07/28  20:00:00,21.23,40268.23,13720.01,0.0,0.0
 07/28  21:00:00,19.7,20134.12,6860.01,0.0,0.0
 07/28  22:00:00,18.0,20134.12,6860.01,0.0,0.0
 07/28  23:00:00,16.37,20134.12,6860.01,0.0,0.0
 07/28  24:00:00,15.18,20134.12,6860.01,15360456.34,0.0
 07/29  01:00:00,15.0,0.0,0.0,55909445.34,0.0
 07/29  02:00:00,15.0,0.0,0.0,63884328.16,0.0
 07/29  03:00:00,15.0,0.0,0.0,68447487.5,0.0
 07/29  04:00:00,15.0,0.0,0.0,72994256.0,0.0
 07/29  05:00:00,15.0,0.0,0.0,66383201.28,0.0
 07/29  06:00:00,15.0,0.0,0.0,51730225.85,0.0
 07/29  07:00:00,15.0,40268.23,13720.01,37581729.42,0.0
 07/29  08:00:00,15.0,40268.23,13720.01,14761747.13,0.0
 07/29  09:00:00,15.13,120804.7,41160.03,0.0,0.0
 07/29  10:00:00,15.67,120804.7,41160.03,0.0,0.0
 07/29  11:00:00,16.3,120804.7,41160.03,0.0,0.0
 07/29  12:00:00,16.64,120804.7,41160.03,0.0,0.0
 07/29  13:00:00,16.73,40268.23,13720.01,0.0,0.0
 07/29  14:00:00,16.86,40268.23,13720.01,0.0,0.0
 07/29  15:00:00,17.5,40268.23,13720.01,0.0,0.0
 07/29  16:00:00,18.5,40268.23,13720.01,0.0,0.0
 07/29  17:00:00,19.42,40268.23,13720.01,0.0,0.0
 07/29  18:00:00,19.83,0.0,0.0,0.0,0.0
 07/29  19:00:00,19.88,0.0,0.0,0.0,0.0
 07/29  20:00:00,19.61,0.0,0.0,0.0,0.0
 07/29  21:00:00,18.96,0.0,0.0,0.0,0.0
 07/29  22:00:00,18.08,0.0,0.0,0.0,0.0
 07/29  23:00:00,17.16,0.0,0.0,0.0,0.0
 07/29  24:00:00,16.41,0.0,0.0,0.0,0.0
 07/30  01:00:00,15.78,0.0,0.0,0.0,0.0
 07/30  02:00:00,15.31,0.0,0.0,0.0,0.0
 07/30  03:00:00,15.05,0.0,0.0,697451.64,0.0
 07/30  04:00:00,15.0,0.0,0.0,4840511.22,0.0
 07/30  05:00:00,15.0,0.0,0.0,2722080.5,0.0
 07/30  06:00:00,15.01,0.0,0.0,212984.82,0.0
 07/30  07:00:00,15.06,0.0,0.0,0.0,0.0
 07/30  08:00:00,15.3,0.0,0.0,0.0,0.0
 07/30  09:00:00,15.99,0.0,0.0,0.0,0.0
 07/30  10:00:00,16.97,0.0,0.0,0.0,0.0
 07/30  11:00:00,18.08,0.0,0.0,0.0,0.0
 07/30  12:00:00,19.28,0.0,0.0,0.0,0.0
 07/30  13:00:00,20.55,0.0,0.0,0.0,0.0
 07/30  14:00:00,21.78,0.0,0.0,0.0,0.0
 07/30  15:00:00,22.6,0.0,0.0,0.0,0.0
 07/30  16:00:00,23.17,0.0,0.0,0.0,0.0
 07/30  17:00:00,23.35,0.0,0.0,0.0,0.0
 07/30  18:00:00,22.82,0.0,0.0,0.0,0.0
 07/30  19:00:00,21.85,0.0,0.0,0.0,0.0
 07/30  20:00:00,20.66,0.0,0.0,0.0,0.0
 07/30  21:00:00,19.48,0.0,0.0,0.0,0.0
 07/30  22:00:00,18.35,0.0,0.0,0.0,0.0
 07/30  23:00:00,17.32,0.0,0.0,0.0,0.0
 07/30  24:00:00,16.54,0.0,0.0,0.0,0.0
 07/31  01:00:00,15.94,0.0,0.0,0.0,0.0
 07/31  02:00:00,15.44,0.0,0.0,0.0,0.0
 07/31  03:00:00,15.07,0.0,0.0,3269035.85,0.0
 07/31  04:00:00,15.0,0.0,0.0,17565576.04,0.0
 07/31  05:00:00,15.0,0.0,0.0,20655070.29,0.0
 07/31  06:00:00,21.92,0.0,0.0,433250738.67,0.0
 07/31  07:00:00,22.0,40268.23,13720.01,176491678.87,0.0
 07/31  08:00:00,22.0,80536.46,27440.02,172814258.37,0.0
 07/31  09:00:00,22.0,382548.21,130340.1,165503261.42,0.0
 07/31  10:00:00,22.0,382548.21,130340.1,158654759.18,0.0
 07/31  11:00:00,22.0,382548.21,130340.1,135161581.14,0.0
 07/31  12:00:00,22.0,382548.21,130340.1,101949301.42,0.0
 07/31  13:00:00,22.0,201341.16,68600.05,69338939.21,0.0
 07/31  14:00:00,22.0,382548.21,130340.1,52694793.99,0.0
 07/31  15:00:00,22.0,382548.21,130340.1,46073686.14,0.0
 07/31  16:00:00,22.0,382548.21,130340.1,39539331.12,0.0
 07/31  17:00:00,22.0,382548.21,130340.1,41154597.59,0.0
 07/31  18:00:00,22.0,120804.7,41160.03,46735837.54,0.0
 07/31  19:00:00,22.0,40268.23,13720.01,63473904.5,0.0
 07/31  20:00:00,21.05,40268.23,13720.01,0.0,0.0
 07/31  21:00:00,19.52,20134.12,6860.01,0.0,0.0
 07/31  22:00:00,18.17,20134.12,6860.01,0.0,0.0
 07/31  23:00:00,16.91,20134.12,6860.01,0.0,0.0
 07/31  24:00:00,15.9,20134.12,6860.01,0.0,0.0
 08/01  01:00:00,15.12,0.0,0.0,11324266.09,0.0
 08/01  02:00:00,15.0,0.0,0.0,38810828.18,0.0
 08/01  03:00:00,15.0,0.0,0.0,42887309.94,0.0
 08/01  04:00:00,15.0,0.0,0.0,45242460.28,0.0
 08/01  05:00:00,15.0,0.0,0.0,46170486.05,0.0
 08/01  06:00:00,21.92,0.0,0.0,462717245.01,0.0
 08/01  07:00:00,22.0,40268.23,13720.01,176402669.9,0.0
 08/01  08:00:00,22.0,80536.46,27440.02,143782968.18,0.0
 08/01  09:00:00,22.0,382548.21,130340.1,114948253.96,0.0
 08/01  10:00:00,22.0,382548.21,130340.1,87287187.49,0.0
 08/01  11:00:00,22.0,382548.21,130340.1,60829322.17,0.0
 08/01  12:00:00,22.0,382548.21,130340.1,33315106.36,0.0
 08/01  13:00:00,22.0,201341.16,68600.05,7538724.19,0.0
 08/01  14:00:00,22.1,382548.21,130340.1,0.0,0.0
 08/01  15:00:00,22.34,382548.21,130340.1,0.0,0.0
 08/01  16:00:00,22.66,382548.21,130340.1,0.0,0.0
 08/01  17:00:00,22.96,382548.21,130340.1,0.0,0.0
 08/01  18:00:00,23.15,120804.7,41160.03,0.0,0.0
 08/01  19:00:00,23.26,40268.23,13720.01,0.0,0.0
 08/01  20:00:00,23.18,40268.23,13720.01,0.0,0.0
 08/01  21:00:00,22.7,20134.12,6860.01,0.0,0.0
 08/01  22:00:00,21.95,20134.12,6860.01,0.0,0.0
 08/01  23:00:00,21.04,20134.12,6860.01,0.0,0.0
 08/01  24:00:00,19.97,20134.12,6860.01,0.0,0.0
 08/02  01:00:00,18.83,0.0,0.0,0.0,0.0
 08/02  02:00:00,17.71,0.0,0.0,0.0,0.0
 08/02  03:00:00,16.82,0.0,0.0,0.0,0.0
 08/02  04:00:00,16.06,0.0,0.0,0.0,0.0
 08/02  05:00:00,15.52,0.0,0.0,0.0,0.0
 08/02  06:00:00,21.93,0.0,0.0,398329784.96,0.0
 08/02  07:00:00,22.0,40268.23,13720.01,143641073.41,0.0
 08/02  08:00:00,22.0,80536.46,27440.02,112176871.88,0.0
 08/02  09:00:00,22.0,382548.21,130340.1,67571746.99,0.0
 08/02  10:00:00,22.0,382548.21,130340.1,23979049.59,0.0
 08/02  11:00:00,22.2,382548.21,130340.1,0.0,0.0
 08/02  12:00:00,23.07,382548.21,130340.1,0.0,0.0
 08/02  13:00:00,24.44,201341.16,68600.05,0.0,0.0
 08/02  14:00:00,25.8,382548.21,130340.1,0.0,1562519.38
 08/02  15:00:00,26.0,382548.21,130340.1,0.0,4295457.72
 08/02  16:00:00,26.0,382548.21,130340.1,0.0,4677315.71
 08/02  17:00:00,26.0,382548.21,130340.1,0.0,4706312.29
 08/02  18:00:00,26.0,120804.7,41160.03,0.0,4428784.5
 08/02  19:00:00,26.0,40268.23,13720.01,0.0,4202549.85
 08/02  20:00:00,26.0,40268.23,13720.01,0.0,1681624.61
 08/02  21:00:00,25.71,20134.12,6860.01,0.0,0.0
 08/02  22:00:00,24.7,20134.12,6860.01,0.0,0.0
 08/02  23:00:00,23.25,20134.12,6860.01,0.0,0.0
 08/02  24:00:00,21.82,20134.12,6860.01,0.0,0.0
 08/03  01:00:00,20.44,0.0,0.0,0.0,0.0
 08/03  02:00:00,19.18,0.0,0.0,0.0,0.0
 08/03  03:00:00,18.35,0.0,0.0,0.0,0.0
 08/03  04:00:00,17.81,0.0,0.0,0.0,0.0
 08/03  05:00:00,17.47,0.0,0.0,0.0,0.0
 08/03  06:00:00,21.96,0.0,0.0,277292779.29,0.0
 08/03  07:00:00,22.0,40268.23,13720.01,93709329.22,0.0
 08/03  08:00:00,22.04,80536.46,27440.02,22613427.06,0.0
 08/03  09:00:00,23.1,382548.21,130340.1,0.0,0.0
 08/03  10:00:00,24.65,382548.21,130340.1,0.0,0.0
 08/03  11:00:00,24.61,382548.21,130340.1,0.0,0.0
 08/03  12:00:00,24.93,382548.21,130340.1,0.0,0.0
 08/03  13:00:00,25.61,201341.16,68600.05,0.0,0.0
 08/03  14:00:00,26.0,382548.21,130340.1,0.0,2894684.04
 08/03  15:00:00,26.0,382548.21,130340.1,0.0,4338170.31
 08/03  16:00:00,26.0,382548.21,130340.1,0.0,5493685.39
 08/03  17:00:00,26.0,382548.21,130340.1,0.0,5517450.97
 08/03  18:00:00,26.0,120804.7,41160.03,0.0,4866126.84
 08/03  19:00:00,26.0,40268.23,13720.01,0.0,4224929.44
 08/03  20:00:00,26.0,40268.23,13720.01,0.0,2216340.87
 08/03  21:00:00,25.93,20134.12,6860.01,0.0,117986.05
 08/03  22:00:00,25.36,20134.12,6860.01,0.0,0.0
 08/03  23:00:00,24.32,20134.12,6860.01,0.0,0.0
 08/03  24:00:00,23.04,20134.12,6860.01,0.0,0.0
 08/04  01:00:00,21.9,0.0,0.0,0.0,0.0
 08/04  02:00:00,20.95,0.0,0.0,0.0,0.0
 08/04  03:00:00,20.16,0.0,0.0,0.0,0.0
 08/04  04:00:00,19.46,0.0,0.0,0.0,0.0
 08/04  05:00:00,18.93,0.0,0.0,0.0,0.0
 08/04  06:00:00,21.98,0.0,0.0,205878503.81,0.0
 08/04  07:00:00,22.0,40268.23,13720.01,77267379.37,0.0
 08/04  08:00:00,22.0,80536.46,27440.02,46916606.51,0.0
 08/04  09:00:00,22.03,382548.21,130340.1,6219925.68,0.0
 08/04  10:00:00,22.55,382548.21,130340.1,0.0,0.0
 08/04  11:00:00,23.59,382548.21,130340.1,0.0,0.0
 08/04  12:00:00,24.73,382548.21,130340.1,0.0,0.0
 08/04  13:00:00,25.81,201341.16,68600.05,0.0,1721161.54
 08/04  14:00:00,26.0,382548.21,130340.1,0.0,4836989.56
 08/04  15:00:00,26.0,382548.21,130340.1,0.0,5161541.27
 08/04  16:00:00,26.0,382548.21,130340.1,0.0,5480427.16
 08/04  17:00:00,26.0,382548.21,130340.1,0.0,5017856.97
 08/04  18:00:00,26.0,120804.7,41160.03,0.0,3953016.02
 08/04  19:00:00,26.0,40268.23,13720.01,0.0,2937277.29
 08/04  20:00:00,25.99,40268.23,13720.01,0.0,687797.96
 08/04  21:00:00,25.56,20134.12,6860.01,0.0,0.0
 08/04  22:00:00,24.55,20134.12,6860.01,0.0,0.0
 08/04  23:00:00,23.29,20134.12,6860.01,0.0,0.0
 08/04  24:00:00,22.1,20134.12,6860.01,0.0,0.0
 08/05  01:00:00,21.07,0.0,0.0,0.0,0.0
 08/05  02:00:00,20.22,0.0,0.0,0.0,0.0
 08/05  03:00:00,19.62,0.0,0.0,0.0,0.0
 08/05  04:00:00,19.2,0.0,0.0,0.0,0.0
 08/05  05:00:00,18.9,0.0,0.0,0.0,0.0
 08/05  06:00:00,18.71,0.0,0.0,0.0,0.0
 08/05  07:00:00,18.6,40268.23,13720.01,0.0,0.0
 08/05  08:00:00,18.82,40268.23,13720.01,0.0,0.0
 08/05  09:00:00,19.72,120804.7,41160.03,0.0,0.0
 08/05  10:00:00,21.07,120804.7,41160.03,0.0,0.0
 08/05  11:00:00,22.7,120804.7,41160.03,0.0,0.0
 08/05  12:00:00,24.33,120804.7,41160.03,0.0,0.0
 08/05  13:00:00,25.77,40268.23,13720.01,0.0,2270832.4
 08/05  14:00:00,26.0,40268.23,13720.01,0.0,5043856.59
 08/05  15:00:00,26.0,40268.23,13720.01,0.0,3707306.94
 08/05  16:00:00,26.0,40268.23,13720.01,0.0,2398162.68
 08/05  17:00:00,26.0,40268.23,13720.01,0.0,2028618.22
 08/05  18:00:00,26.0,0.0,0.0,0.0,2183374.71
 08/05  19:00:00,26.38,0.0,0.0,0.0,0.0
 08/05  20:00:00,26.62,0.0,0.0,0.0,0.0
 08/05  21:00:00,26.22,0.0,0.0,0.0,0.0
 08/05  22:00:00,25.41,0.0,0.0,0.0,0.0
 08/05  23:00:00,24.41,0.0,0.0,0.0,0.0
 08/05  24:00:00,23.43,0.0,0.0,0.0,0.0
 08/06  01:00:00,22.46,0.0,0.0,0.0,0.0
 08/06  02:00:00,21.57,0.0,0.0,0.0,0.0
 08/06  03:00:00,20.81,0.0,0.0,0.0,0.0
 08/06  04:00:00,20.13,0.0,0.0,0.0,0.0
 08/06  05:00:00,19.6,0.0,0.0,0.0,0.0
 08/06  06:00:00,19.32,0.0,0.0,0.0,0.0
 08/06  07:00:00,19.21,0.0,0.0,0.0,0.0
 08/06  08:00:00,19.41,0.0,0.0,0.0,0.0
 08/06  09:00:00,20.22,0.0,0.0,0.0,0.0
 08/06  10:00:00,21.35,0.0,0.0,0.0,0.0
 08/06  11:00:00,22.66,0.0,0.0,0.0,0.0
 08/06  12:00:00,23.68,0.0,0.0,0.0,0.0
 08/06  13:00:00,24.45,0.0,0.0,0.0,0.0
 08/06  14:00:00,25.08,0.0,0.0,0.0,0.0
 08/06  15:00:00,25.53,0.0,0.0,0.0,0.0
 08/06  16:00:00,25.86,0.0,0.0,0.0,0.0
 08/06  17:00:00,26.05,0.0,0.0,0.0,0.0
 08/06  18:00:00,25.96,0.0,0.0,0.0,0.0
 08/06  19:00:00,25.69,0.0,0.0,0.0,0.0
 08/06  20:00:00,25.21,0.0,0.0,0.0,0.0
 08/06  21:00:00,24.4,0.0,0.0,0.0,0.0
 08/06  22:00:00,23.37,0.0,0.0,0.0,0.0
 08/06  23:00:00,22.24,0.0,0.0,0.0,0.0
 08/06  24:00:00,21.09,0.0,0.0,0.0,0.0
 08/07  01:00:00,19.88,0.0,0.0,0.0,0.0
 08/07  02:00:00,18.62,0.0,0.0,0.0,0.0
 08/07  03:00:00,17.46,0.0,0.0,0.0,0.0
 08/07  04:00:00,16.35,0.0,0.0,0.0,0.0
 08/07  05:00:00,15.44,0.0,0.0,0.0,0.0
 08/07  06:00:00,21.93,0.0,0.0,426166473.62,0.0
 08/07  07:00:00,22.0,40268.23,13720.01,168951859.38,0.0
 08/07  08:00:00,22.0,80536.46,27440.02,140326094.35,0.0
 08/07  09:00:00,22.0,382548.21,130340.1,97480634.91,0.0
 08/07  10:00:00,22.0,382548.21,130340.1,55663139.45,0.0
 08/07  11:00:00,22.0,382548.21,130340.1,22555941.9,0.0
 08/07  12:00:00,22.06,382548.21,130340.1,1130538.86,0.0
 08/07  13:00:00,22.51,201341.16,68600.05,0.0,0.0
 08/07  14:00:00,23.16,382548.21,130340.1,0.0,0.0
 08/07  15:00:00,23.71,382548.21,130340.1,0.0,0.0
 08/07  16:00:00,24.19,382548.21,130340.1,0.0,0.0
 08/07  17:00:00,24.59,382548.21,130340.1,0.0,0.0
 08/07  18:00:00,24.89,120804.7,41160.03,0.0,0.0
 08/07  19:00:00,25.13,40268.23,13720.01,0.0,0.0
 08/07  20:00:00,25.1,40268.23,13720.01,0.0,0.0
 08/07  21:00:00,24.5,20134.12,6860.01,0.0,0.0
 08/07  22:00:00,23.53,20134.12,6860.01,0.0,0.0
 08/07  23:00:00,22.42,20134.12,6860.01,0.0,0.0
 08/07  24:00:00,21.15,20134.12,6860.01,0.0,0.0
 08/08  01:00:00,19.83,0.0,0.0,0.0,0.0
 08/08  02:00:00,18.55,0.0,0.0,0.0,0.0
 08/08  03:00:00,17.62,0.0,0.0,0.0,0.0
 08/08  04:00:00,16.9,0.0,0.0,0.0,0.0
 08/08  05:00:00,16.37,0.0,0.0,0.0,0.0
 08/08  06:00:00,21.94,0.0,0.0,359665761.71,0.0
 08/08  07:00:00,22.0,40268.23,13720.01,142088557.45,0.0
 08/08  08:00:00,22.0,80536.46,27440.02,114077569.54,0.0
 08/08  09:00:00,22.0,382548.21,130340.1,68205856.95,0.0
 08/08  10:00:00,22.0,382548.21,130340.1,23904944.26,0.0
 08/08  11:00:00,22.1,382548.21,130340.1,61967.64,0.0
 08/08  12:00:00,22.64,382548.21,130340.1,0.0,0.0
 08/08  13:00:00,23.54,201341.16,68600.05,0.0,0.0
 08/08  14:00:00,24.51,382548.21,130340.1,0.0,0.0
 08/08  15:00:00,25.27,382548.21,130340.1,0.0,0.0
 08/08  16:00:00,25.87,382548.21,130340.1,0.0,369953.49
 08/08  17:00:00,26.0,382548.21,130340.1,0.0,1130841.91
 08/08  18:00:00,25.98,120804.7,41160.03,0.0,107637.5
 08/08  19:00:00,25.76,40268.23,13720.01,0.0,0.0
 08/08  20:00:00,25.31,40268.23,13720.01,0.0,0.0
 08/08  21:00:00,24.65,20134.12,6860.01,0.0,0.0
 08/08  22:00:00,23.85,20134.12,6860.01,0.0,0.0
 08/08  23:00:00,23.03,20134.12,6860.01,0.0,0.0
 08/08  24:00:00,22.3,20134.12,6860.01,0.0,0.0
 08/09  01:00:00,21.65,0.0,0.0,0.0,0.0
 08/09  02:00:00,21.03,0.0,0.0,0.0,0.0
 08/09  03:00:00,20.46,0.0,0.0,0.0,0.0
 08/09  04:00:00,19.9,0.0,0.0,0.0,0.0
 08/09  05:00:00,19.33,0.0,0.0,0.0,0.0
 08/09  06:00:00,21.98,0.0,0.0,206522471.54,0.0
 08/09  07:00:00,22.0,40268.23,13720.01,105601715.04,0.0
 08/09  08:00:00,22.0,80536.46,27440.02,89798971.23,0.0
 08/09  09:00:00,22.0,382548.21,130340.1,56566387.98,0.0
 08/09  10:00:00,22.0,382548.21,130340.1,24042930.74,0.0
 08/09  11:00:00,22.0,382548.21,130340.1,3261473.1,0.0
 08/09  12:00:00,22.16,382548.21,130340.1,0.0,0.0
 08/09  13:00:00,22.55,201341.16,68600.05,0.0,0.0
 08/09  14:00:00,23.03,382548.21,130340.1,0.0,0.0
 08/09  15:00:00,23.54,382548.21,130340.1,0.0,0.0
 08/09  16:00:00,24.08,382548.21,130340.1,0.0,0.0
 08/09  17:00:00,24.38,382548.21,130340.1,0.0,0.0
 08/09  18:00:00,24.15,120804.7,41160.03,0.0,0.0
 08/09  19:00:00,23.55,40268.23,13720.01,0.0,0.0
 08/09  20:00:00,22.69,40268.23,13720.01,0.0,0.0
 08/09  21:00:00,21.61,20134.12,6860.01,0.0,0.0
 08/09  22:00:00,20.4,20134.12,6860.01,0.0,0.0
 08/09  23:00:00,19.14,20134.12,6860.01,0.0,0.0
 08/09  24:00:00,18.2,20134.12,6860.01,0.0,0.0
 08/10  01:00:00,17.46,0.0,0.0,0.0,0.0
 08/10  02:00:00,16.94,0.0,0.0,0.0,0.0
 08/10  03:00:00,16.75,0.0,0.0,0.0,0.0
 08/10  04:00:00,16.77,0.0,0.0,0.0,0.0
 08/10  05:00:00,16.87,0.0,0.0,0.0,0.0
 08/10  06:00:00,21.96,0.0,0.0,299680759.68,0.0
 08/10  07:00:00,22.0,40268.23,13720.01,105221551.6,0.0
 08/10  08:00:00,22.0,80536.46,27440.02,98565669.91,0.0
 08/10  09:00:00,22.0,382548.21,130340.1,87776936.41,0.0
 08/10  10:00:00,22.0,382548.21,130340.1,78011875.45,0.0
 08/10  11:00:00,22.0,382548.21,130340.1,74626595.98,0.0
 08/10  12:00:00,22.0,382548.21,130340.1,75825167.93,0.0
 08/10  13:00:00,22.0,201341.16,68600.05,76802211.63,0.0
 08/10  14:00:00,22.0,382548.21,130340.1,73797803.85,0.0
 08/10  15:00:00,22.0,382548.21,130340.1,68028619.89,0.0
 08/10  16:00:00,22.0,382548.21,130340.1,62877151.48,0.0
 08/10  17:00:00,22.0,382548.21,130340.1,64009882.06,0.0
 08/10  18:00:00,22.0,120804.7,41160.03,68795512.18,0.0
 08/10  19:00:00,22.0,40268.23,13720.01,73375815.31,0.0
 08/10  20:00:00,21.05,40268.23,13720.01,0.0,0.0
 08/10  21:00:00,19.57,20134.12,6860.01,0.0,0.0
 08/10  22:00:00,18.28,20134.12,6860.01,0.0,0.0
 08/10  23:00:00,17.16,20134.12,6860.01,0.0,0.0
 08/10  24:00:00,16.3,20134.12,6860.01,0.0,0.0
 08/11  01:00:00,15.58,0.0,0.0,0.0,0.0
 08/11  02:00:00,15.05,0.0,0.0,14650034.74,0.0
 08/11  03:00:00,15.0,0.0,0.0,39403798.71,0.0
 08/11  04:00:00,15.0,0.0,0.0,51984028.05,0.0
 08/11  05:00:00,15.0,0.0,0.0,55671012.46,0.0
 08/11  06:00:00,21.92,0.0,0.0,469905724.18,0.0
 08/11  07:00:00,22.0,40268.23,13720.01,208898316.69,0.0
 08/11  08:00:00,22.0,80536.46,27440.02,182090115.55,0.0
 08/11  09:00:00,22.0,382548.21,130340.1,141003907.65,0.0
 08/11  10:00:00,22.0,382548.21,130340.1,102151111.9,0.0
 08/11  11:00:00,22.0,382548.21,130340.1,63366895.04,0.0
 08/11  12:00:00,22.0,382548.21,130340.1,24333058.53,0.0
 08/11  13:00:00,22.12,201341.16,68600.05,100139.82,0.0
 08/11  14:00:00,22.68,382548.21,130340.1,0.0,0.0
 08/11  15:00:00,23.39,382548.21,130340.1,0.0,0.0
 08/11  16:00:00,24.14,382548.21,130340.1,0.0,0.0
 08/11  17:00:00,24.78,382548.21,130340.1,0.0,0.0
 08/11  18:00:00,25.03,120804.7,41160.03,0.0,0.0
 08/11  19:00:00,25.02,40268.23,13720.01,0.0,0.0
 08/11  20:00:00,24.6,40268.23,13720.01,0.0,0.0
 08/11  21:00:00,23.54,20134.12,6860.01,0.0,0.0
 08/11  22:00:00,21.99,20134.12,6860.01,0.0,0.0
 08/11  23:00:00,20.27,20134.12,6860.01,0.0,0.0
 08/11  24:00:00,18.71,20134.12,6860.01,0.0,0.0
 08/12  01:00:00,17.27,0.0,0.0,0.0,0.0
 08/12  02:00:00,15.94,0.0,0.0,0.0,0.0
 08/12  03:00:00,15.07,0.0,0.0,22277739.97,0.0
 08/12  04:00:00,15.0,0.0,0.0,56078960.52,0.0
 08/12  05:00:00,15.0,0.0,0.0,57100659.44,0.0
 08/12  06:00:00,15.0,0.0,0.0,51943908.55,0.0
 08/12  07:00:00,15.0,40268.23,13720.01,46105745.51,0.0
 08/12  08:00:00,15.02,40268.23,13720.01,12071841.02,0.0
 08/12  09:00:00,15.53,120804.7,41160.03,0.0,0.0
 08/12  10:00:00,16.73,120804.7,41160.03,0.0,0.0
 08/12  11:00:00,18.44,120804.7,41160.03,0.0,0.0
 08/12  12:00:00,20.4,120804.7,41160.03,0.0,0.0
 08/12  13:00:00,22.5,40268.23,13720.01,0.0,0.0
 08/12  14:00:00,24.5,40268.23,13720.01,0.0,0.0
 08/12  15:00:00,25.85,40268.23,13720.01,0.0,2064441.53
 08/12  16:00:00,26.0,40268.23,13720.01,0.0,5218507.05
 08/12  17:00:00,26.0,40268.23,13720.01,0.0,5351288.95
 08/12  18:00:00,26.0,0.0,0.0,0.0,4793449.2
 08/12  19:00:00,26.69,0.0,0.0,0.0,0.0
 08/12  20:00:00,27.14,0.0,0.0,0.0,0.0
 08/12  21:00:00,26.51,0.0,0.0,0.0,0.0
 08/12  22:00:00,25.29,0.0,0.0,0.0,0.0
 08/12  23:00:00,23.83,0.0,0.0,0.0,0.0
 08/12  24:00:00,22.91,0.0,0.0,0.0,0.0
 08/13  01:00:00,22.4,0.0,0.0,0.0,0.0
 08/13  02:00:00,21.96,0.0,0.0,0.0,0.0
 08/13  03:00:00,21.3,0.0,0.0,0.0,0.0
 08/13  04:00:00,20.49,0.0,0.0,0.0,0.0
 08/13  05:00:00,19.65,0.0,0.0,0.0,0.0
 08/13  06:00:00,18.89,0.0,0.0,0.0,0.0
 08/13  07:00:00,18.16,0.0,0.0,0.0,0.0
 08/13  08:00:00,17.88,0.0,0.0,0.0,0.0
 08/13  09:00:00,18.53,0.0,0.0,0.0,0.0
 08/13  10:00:00,19.72,0.0,0.0,0.0,0.0
 08/13  11:00:00,21.18,0.0,0.0,0.0,0.0
 08/13  12:00:00,22.49,0.0,0.0,0.0,0.0
 08/13  13:00:00,23.57,0.0,0.0,0.0,0.0
 08/13  14:00:00,24.52,0.0,0.0,0.0,0.0
 08/13  15:00:00,25.37,0.0,0.0,0.0,0.0
 08/13  16:00:00,26.17,0.0,0.0,0.0,0.0
 08/13  17:00:00,26.76,0.0,0.0,0.0,0.0
 08/13  18:00:00,26.94,0.0,0.0,0.0,0.0
 08/13  19:00:00,26.83,0.0,0.0,0.0,0.0
 08/13  20:00:00,26.39,0.0,0.0,0.0,0.0
 08/13  21:00:00,25.45,0.0,0.0,0.0,0.0
 08/13  22:00:00,24.2,0.0,0.0,0.0,0.0
 08/13  23:00:00,22.79,0.0,0.0,0.0,0.0
 08/13  24:00:00,21.52,0.0,0.0,0.0,0.0
 08/14  01:00:00,20.26,0.0,0.0,0.0,0.0
 08/14  02:00:00,19.23,0.0,0.0,0.0,0.0
 08/14  03:00:00,18.42,0.0,0.0,0.0,0.0
 08/14  04:00:00,17.75,0.0,0.0,0.0,0.0
 08/14  05:00:00,17.23,0.0,0.0,0.0,0.0
 08/14  06:00:00,21.96,0.0,0.0,308888242.75,0.0
 08/14  07:00:00,22.0,40268.23,13720.01,122003623.82,0.0
 08/14  08:00:00,22.0,80536.46,27440.02,92847364.42,0.0
 08/14  09:00:00,22.0,382548.21,130340.1,47801420.56,0.0
 08/14  10:00:00,22.02,382548.21,130340.1,7271311.9,0.0
 08/14  11:00:00,22.43,382548.21,130340.1,0.0,0.0
